case_number,year,application_start_date,final_date,gross_site_area_acres,council_district,is_protested,delta_max_height_ft,delta_max_far,delta_max_bldg_cov_pct,delta_min_lot_sqft,delta_max_height_ft_is_missing,delta_max_far_is_missing,delta_max_bldg_cov_pct_is_missing,delta_min_lot_sqft_is_missing,staff_recommendation_cat,agenda_text_raw
C14-2012-0097,2012.0,2012-08-03,,0.1,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,Disapproval,"C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691. | C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691. | C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691. | C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691. | C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691. | C14-2012-0097 - Little Woodrow's Bar & Restaurant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5425 Burnet Road (Waller Creek Watershed) from general commercial services-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning to commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Staff Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To approve commercial liquor sales-mixed use-vertical mixed use building-conditional overlay-neighborhood plan (CS-1-MU-V-CO-NP) combining district zoning. Applicant: Rick Engel. Agent: Alice Glasco Consulting, Inc. (Alice Glasco). City Staff: Clark Patterson, 974-7691."
C14-2012-0100,2012.0,2012-08-15,,1.465,,0.0,0.0,1.0,20.0,0.0,0,0,0,0,Approval,"C14-2012-0100 - Woodland Commercial Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1640 South IH-35 (Harper's Branch Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning, with conditions. Planning Commission Recommendation: To be reviewed on June 25, 2013. Owner: Woodland I-35, LP (Billy Reagan II). Applicant: Brown McCarroll LLP (Nikelle Meade). City Staff: Lee Heckman, 974-7604. | C14-2012-0100 - Woodland Commercial Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1640 South IH-35 (Harper's Branch Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning, with conditions. Planning Commission Recommendation: To be reviewed on June 25, 2013. Owner: Woodland I-35, LP (Billy Reagan II). Applicant: Brown McCarroll LLP (Nikelle Meade). City Staff: Lee Heckman, 974-7604. | C14-2012-0100 - Woodland Commercial Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1640 South IH-35 (Harper's Branch Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning, with conditions. Planning Commission Recommendation: To be reviewed on June 25, 2013. Owner: Woodland I-35, LP (Billy Reagan II). Applicant: Brown McCarroll LLP (Nikelle Meade). City Staff: Lee Heckman, 974-7604. | C14-2012-0100 - Woodland Commercial Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1640 South IH-35 (Harper's Branch Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning, with conditions. Planning Commission Recommendation: To be reviewed on June 25, 2013. Owner: Woodland I-35, LP (Billy Reagan II). Applicant: Brown McCarroll LLP (Nikelle Meade). City Staff: Lee Heckman, 974-7604. | C14-2012-0100 - Woodland Commercial Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1640 South IH-35 (Harper's Branch Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning, with conditions. Planning Commission Recommendation: To be reviewed on June 25, 2013. Owner: Woodland I-35, LP (Billy Reagan II). Applicant: Brown McCarroll LLP (Nikelle Meade). City Staff: Lee Heckman, 974-7604."
C14-2012-0109,2012.0,2012-08-31,,2.297,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,Approval,"C14-2012-0109 - Sunflower - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1201 Robert E Lee Road (Lady Bird Lake Watershed) from family residence (SF-3) district zoning to townhouse and condominium residence (SF-6) district zoning.  Staff Recommendation: To grant townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning.  Planning Commission Recommendation: To deny townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning. Owner/Applicant: Joe Joseph, Jr.; Hazel Joseph. Agent: Vinson Radke Investments (Steven Radke). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0109 - Sunflower - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1201 Robert E Lee Road (Lady Bird Lake Watershed) from family residence (SF-3) district zoning to townhouse and condominium residence (SF-6) district zoning.  Staff Recommendation: To grant townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning.  Planning Commission Recommendation: To deny townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning. Owner/Applicant: Joe Joseph, Jr.; Hazel Joseph. Agent: Vinson Radke Investments (Steven Radke). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0109 - Sunflower - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1201 Robert E Lee Road (Lady Bird Lake Watershed) from family residence (SF-3) district zoning to townhouse and condominium residence (SF-6) district zoning.  Staff Recommendation: To grant townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning.  Planning Commission Recommendation: To deny townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning. Owner/Applicant: Joe Joseph, Jr.; Hazel Joseph. Agent: Vinson Radke Investments (Steven Radke). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0109 - Sunflower - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1201 Robert E Lee Road (Lady Bird Lake Watershed) from family residence (SF-3) district zoning to townhouse and condominium residence (SF-6) district zoning.  Staff Recommendation: To grant townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning.  Planning Commission Recommendation: To deny townhouse and condominium residence-conditional overlay (SF-6-CO) combining district zoning. Owner/Applicant: Joe Joseph, Jr.; Hazel Joseph. Agent: Vinson Radke Investments (Steven Radke). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request."
C14-2012-0116,2012.0,2012-09-17,,0.387,9.0,1.0,0.0,0.0,15.0,0.0,0,0,0,0,Approval,
C14-2012-0130,2012.0,2012-10-17,,0.811,9.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,Approval,"C14-2012-0130 - 4th & Guadalupe Rezoning - Approve third readings  of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 401 Guadalupe Street, 304 West 4th Street and 400 Lavaca Street (Town Lake Watershed) from central business district (CBD) district zoning to central business district-central urban redevelopment district (CBD-CURE) combining district zoning. Staff Recommendation: To grant central business district-central urban redevelopment district (CBD-CURE) combining district zoning. First reading approved on February 14, 2013. Vote 6-1. Council Member voting nay. Second reading approved on February 28, 2013. Vote 6-1. Council Member Tovo voting nay. Applicant: LG Guadalupe, L.P. (Ben Pisklak) & Austin Trust Company (Ann Graham & Susan Harris). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691. | C14-2012-0130 - 4th & Guadalupe Rezoning - Approve third readings  of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 401 Guadalupe Street, 304 West 4th Street and 400 Lavaca Street (Town Lake Watershed) from central business district (CBD) district zoning to central business district-central urban redevelopment district (CBD-CURE) combining district zoning. Staff Recommendation: To grant central business district-central urban redevelopment district (CBD-CURE) combining district zoning. First reading approved on February 14, 2013. Vote 6-1. Council Member voting nay. Second reading approved on February 28, 2013. Vote 6-1. Council Member Tovo voting nay. Applicant: LG Guadalupe, L.P. (Ben Pisklak) & Austin Trust Company (Ann Graham & Susan Harris). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691. | C14-2012-0130 - 4th & Guadalupe Rezoning - Approve third readings  of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 401 Guadalupe Street, 304 West 4th Street and 400 Lavaca Street (Town Lake Watershed) from central business district (CBD) district zoning to central business district-central urban redevelopment district (CBD-CURE) combining district zoning. Staff Recommendation: To grant central business district-central urban redevelopment district (CBD-CURE) combining district zoning. First reading approved on February 14, 2013. Vote 6-1. Council Member voting nay. Second reading approved on February 28, 2013. Vote 6-1. Council Member Tovo voting nay. Applicant: LG Guadalupe, L.P. (Ben Pisklak) & Austin Trust Company (Ann Graham & Susan Harris). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691. | C14-2012-0130 - 4th & Guadalupe Rezoning - Approve third readings  of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 401 Guadalupe Street, 304 West 4th Street and 400 Lavaca Street (Town Lake Watershed) from central business district (CBD) district zoning to central business district-central urban redevelopment district (CBD-CURE) combining district zoning. Staff Recommendation: To grant central business district-central urban redevelopment district (CBD-CURE) combining district zoning. First reading approved on February 14, 2013. Vote 6-1. Council Member voting nay. Second reading approved on February 28, 2013. Vote 6-1. Council Member Tovo voting nay. Applicant: LG Guadalupe, L.P. (Ben Pisklak) & Austin Trust Company (Ann Graham & Susan Harris). Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 974-7691."
C14-2012-0140,2012.0,2012-11-01,,2.59,,1.0,,,,,1,1,1,1,Approval,"C14-2012-0140 - Street and Bridge District Office- Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3511 Manor Road (Tannehill Branch Watershed) from community commercial-neighborhood plan (GR-NP) combining district zoning and community commercial-vertical mixed use building-neighborhood plan (GR-V-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Planning Commission Recommendation: To be reviewed August 13, 2013. Owner/Agent:  City of Austin (Peter Davis). City Staff: Heather Chaffin, 974-2122. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0140 - Street and Bridge District Office- Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3511 Manor Road (Tannehill Branch Watershed) from community commercial-neighborhood plan (GR-NP) combining district zoning and community commercial-vertical mixed use building-neighborhood plan (GR-V-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Planning Commission Recommendation: To be reviewed August 13, 2013. Owner/Agent:  City of Austin (Peter Davis). City Staff: Heather Chaffin, 974-2122. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0140 - Street and Bridge District Office- Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3511 Manor Road (Tannehill Branch Watershed) from community commercial-neighborhood plan (GR-NP) combining district zoning and community commercial-vertical mixed use building-neighborhood plan (GR-V-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Planning Commission Recommendation: To be reviewed August 13, 2013. Owner/Agent:  City of Austin (Peter Davis). City Staff: Heather Chaffin, 974-2122. A valid petition has been filed in opposition to this rezoning request. | C14-2012-0140 - Street and Bridge District Office- Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3511 Manor Road (Tannehill Branch Watershed) from community commercial-neighborhood plan (GR-NP) combining district zoning and community commercial-vertical mixed use building-neighborhood plan (GR-V-NP) combining district zoning to general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning. Planning Commission Recommendation: To be reviewed August 13, 2013. Owner/Agent:  City of Austin (Peter Davis). City Staff: Heather Chaffin, 974-2122. A valid petition has been filed in opposition to this rezoning request."
C14-2013-0022,2013.0,2013-02-28,2014-05-19 15:23:48,0.9513,9.0,1.0,25.0,0.6,35.0,0.0,0,0,0,0,Approval,"C14-2013-0022 - Congress Avenue Baptist Church - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1511 South Congress Avenue (East Bouldin Creek Watershed) from family residence-neighborhood conservation combining district-neighborhood plan (SF-3-NCCD-NP) combining district zoning to community commercial-neighborhood conservation combining district-neighborhood plan (GR-NCCD-NP) combining district zoning, as amended. Staff Recommendation: To grant general office-neighborhood conservation combining district-neighborhood plan (GO-NCCD-NP) combining district zoning, with conditions. Planning Commission Recommendation:  To be reviewed on December 10, 2013. Owner: Congress Avenue Baptist Church (Tut Hill). Applicant/Agent: Thrower Design (Ron Thrower). City Staff: Lee Heckman, 974-7604."
C14-2013-0031,2013.0,2013-03-14,,1.06,5.0,1.0,0.0,0.0999999999999999,15.0,0.0,0,0,0,0,Approval,"C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Watershed) from family residence (SF-3) district zoning to urban family residence-conditional overlay (SF-5-CO) combining district zoning with conditions. First and Second reading approved on August 22, 2013. Vote 5-2, Council Members Morrison and Tovo voted nay. Owner: Dean Chen. Applicant: Bleyl Interests, Inc. (Vincent G. Huebinger). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Watershed) from family residence (SF-3) district zoning to urban family residence-conditional overlay (SF-5-CO) combining district zoning with conditions. First and Second reading approved on August 22, 2013. Vote 5-2, Council Members Morrison and Tovo voted nay. Owner: Dean Chen. Applicant: Bleyl Interests, Inc. (Vincent G. Huebinger). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Watershed) from family residence (SF-3) district zoning to urban family residence-conditional overlay (SF-5-CO) combining district zoning with conditions. First and Second reading approved on August 22, 2013. Vote 5-2, Council Members Morrison and Tovo voted nay. Owner: Dean Chen. Applicant: Bleyl Interests, Inc. (Vincent G. Huebinger). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Watershed) from family residence (SF-3) district zoning to urban family residence-conditional overlay (SF-5-CO) combining district zoning with conditions. First and Second reading approved on August 22, 2013. Vote 5-2, Council Members Morrison and Tovo voted nay. Owner: Dean Chen. Applicant: Bleyl Interests, Inc. (Vincent G. Huebinger). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request. | C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Watershed) from family residence (SF-3) district zoning to urban family residence-conditional overlay (SF-5-CO) combining district zoning with conditions. First and Second reading approved on August 22, 2013. Vote 5-2, Council Members Morrison and Tovo voted nay. Owner: Dean Chen. Applicant: Bleyl Interests, Inc. (Vincent G. Huebinger). City Staff: Lee Heckman, 974-7604. A valid petition has been filed in opposition to this rezoning request."
C14-2013-0034,2013.0,2013-03-18,,0.3277,,1.0,20.0,0.5,25.0,0.0,0,0,0,0,Approval,"C14-2013-0034 - Ross-Conley Lot 1, L.L.P. - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3447 Northland Drive (Shoal Creek Watershed) from neighborhood commercial (LR) district zoning to community commercial (GR) district zoning.  Staff Recommendation: To grant community commercial-conditional overlay (GR-CO) combining district zoning. Zoning and Platting Commission Recommendation: To be reviewed on June 18, 2013. Applicant: David C. Conley, P.C. (David C. Conley). Agent: Thrower Design (Ron Thrower). City Staff: Clark Patterson, 974-7691."
C14-2013-0040,2013.0,2013-03-26,,9.862,9.0,1.0,25.0,0.6,35.0,0.0,0,0,0,0,Approval,"C14-2013-0040 - Commodore Perry Estate - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 710 East 41st Street (Waller Creek Watershed) from family residence-conditional overlay-neighborhood plan (SF-3-CO-NP) combining district zoning to community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Staff Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Planning Commission Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Applicant: Perry Estate, L.L.C. (Clark Lyda). Agent: Smith, Robertson, Elliot, Glen, Klein & Douglas, L.L.P.  (David Hartman). City Staff: Clark Patterson, (512) 974-7691. | C14-2013-0040 - Commodore Perry Estate - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 710 East 41st Street (Waller Creek Watershed) from family residence-conditional overlay-neighborhood plan (SF-3-CO-NP) combining district zoning to community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Staff Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Planning Commission Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Applicant: Perry Estate, L.L.C. (Clark Lyda). Agent: Smith, Robertson, Elliot, Glen, Klein & Douglas, L.L.P.  (David Hartman). City Staff: Clark Patterson, (512) 974-7691. | C14-2013-0040 - Commodore Perry Estate - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 710 East 41st Street (Waller Creek Watershed) from family residence-conditional overlay-neighborhood plan (SF-3-CO-NP) combining district zoning to community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Staff Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Planning Commission Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Applicant: Perry Estate, L.L.C. (Clark Lyda). Agent: Smith, Robertson, Elliot, Glen, Klein & Douglas, L.L.P.  (David Hartman). City Staff: Clark Patterson, (512) 974-7691. | C14-2013-0040 - Commodore Perry Estate - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 710 East 41st Street (Waller Creek Watershed) from family residence-conditional overlay-neighborhood plan (SF-3-CO-NP) combining district zoning to community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Staff Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Planning Commission Recommendation: To grant community commercial-mixed use-conditional overlay-neighborhood plan (GR-MU-CO-NP) combining district zoning for Tracts 1 and 2, and community commercial-mixed use-conditional overlay-historic landmark-neighborhood plan (GR-MU-CO-H-NP) combining district zoning for Tract 1A. Applicant: Perry Estate, L.L.C. (Clark Lyda). Agent: Smith, Robertson, Elliot, Glen, Klein & Douglas, L.L.P.  (David Hartman). City Staff: Clark Patterson, (512) 974-7691."
C14-2013-0053,2013.0,2013-05-15,,22.73,5.0,1.0,0.0,0.15,5.0,0.0,0,0,0,0,Approval,"C14-2013-0053 - Still Waters - Conduct a public hearing and approve an ordinance amending  City Code Chapter 25-2 by rezoning property locally known as 515 East Slaughter Lane (Onion Creek Watershed) from multi-family residence-low density-conditional overlay (MF-2-CO) combining district zoning to multi-family residence-medium density (MF-3-CO) combining district zoning. Staff Recommendation: To grant multi-family residence-medium density (MF-3-CO) combining district zoning with conditions. Zoning and Platting Commission Recommendation: To grant multi-family residence-medium density (MF-3-CO) combining district zoning with conditions. Owner/Applicant: Westwood Residential 48 LP. (Jeff Lindsey). Agent: Jones & Carter, Inc. (James M. Schissler). City Staff: Wendy Rhoades, 512-974-7719. | C14-2013-0053 - Still Waters - Conduct a public hearing and approve an ordinance amending  City Code Chapter 25-2 by rezoning property locally known as 515 East Slaughter Lane (Onion Creek Watershed) from multi-family residence-low density-conditional overlay (MF-2-CO) combining district zoning to multi-family residence-medium density (MF-3-CO) combining district zoning. Staff Recommendation: To grant multi-family residence-medium density (MF-3-CO) combining district zoning with conditions. Zoning and Platting Commission Recommendation: To grant multi-family residence-medium density (MF-3-CO) combining district zoning with conditions. Owner/Applicant: Westwood Residential 48 LP. (Jeff Lindsey). Agent: Jones & Carter, Inc. (James M. Schissler). City Staff: Wendy Rhoades, 512-974-7719."
