standardized_tcad_id,lui_land_use,lui_general_land_use,lui_shape_area,latitude,longitude,council_district,nearby_GEOID,zoning_case_GEOID
0129530310,900,900,87243.736328125,,,,,
0129530311,100,100,87251.50390625,,,,,
0129530312,100,100,130259.17578125,,,,,
0129530313,900,900,40868.2734375,,,,,
0129530314,100,100,42757.673828125,,,,,
0129530315,100,100,42905.876953125,,,,,
0129530316,900,900,42783.51953125,,,,,
0129530317,100,100,43304.978515625,,,,,
0129530318,100,100,43067.3671875,,,,,
0129530319,100,100,43339.318359375,,,,,
0129530320,100,100,42138.44921875,,,,,
0129530321,900,900,38486.599609375,,,,,
0129550101,100,100,16712.107421875,,,,,
0129550102,100,100,12882.693359375,,,,,
0129550103,100,100,12366.056640625,,,,,
0129550105,100,100,24189.638671875,,,,,
0129550106,100,100,35061.6640625,,,,,
0129550201,100,100,15037.517578125,,,,,
0129550202,100,100,16234.18359375,,,,,
0129550203,100,100,15754.150390625,,,,,
0129550204,100,100,12424.921875,,,,,
0129550205,100,100,12055.583984375,,,,,
0129550206,900,900,12127.224609375,,,,,
0129550207,100,100,15373.779296875,,,,,
0129550302,870,870,28838.50390625,,,,,
0129550401,100,100,14650.94921875,,,,,
0129550402,100,100,13559.03515625,,,,,
0129550403,900,900,14324.01171875,,,,,
0129550404,900,900,13950.64453125,,,,,
0129550501,100,100,12273.86328125,,,,,
0129550502,100,100,12250.638671875,,,,,
0129550503,100,100,12243.27734375,,,,,
0129550504,100,100,16296.216796875,,,,,
0129550506,100,100,32063.244140625,,,,,
0129550507,100,100,19880.9453125,,,,,
0129550510,100,100,14047.107421875,,,,,
0129550511,100,100,18914.48046875,,,,,
0129550512,100,100,19135.974609375,,,,,
0129550601,100,100,19482.900390625,,,,,
0129550603,100,100,29170.623046875,,,,,
0129550604,100,100,13015.861328125,,,,,
0129550605,900,900,14077.439453125,,,,,
0129550607,100,100,32311.93359375,,,,,
0129550608,100,100,13541.283203125,,,,,
0129550701,100,100,13535.744140625,,,,,
0129550702,100,100,13816.421875,,,,,
0129550703,100,100,13816.45703125,,,,,
0129550704,100,100,13816.568359375,,,,,
0129550801,100,100,14831.12109375,,,,,
0129550802,100,100,14830.955078125,,,,,
0129550803,100,100,14831.0390625,,,,,
0129550804,100,100,14830.798828125,,,,,
0129550805,100,100,14830.599609375,,,,,
0129550806,100,100,15272.525390625,,,,,
0129550807,740,700,228161.78515625,,,,,
0129550808,100,100,14905.31640625,,,,,
0129550809,100,100,14931.123046875,,,,,
0129550810,100,100,14931.146484375,,,,,
0129550811,100,100,14897.845703125,,,,,
0129550812,100,100,14897.736328125,,,,,
0129550813,100,100,14897.814453125,,,,,
0129550814,100,100,14897.791015625,,,,,
0129550815,100,100,14897.623046875,,,,,
0129550816,100,100,14897.533203125,,,,,
0129550817,100,100,14920.3359375,,,,,
0129550818,100,100,15000.072265625,,,,,
0129550901,100,100,14100.025390625,,,,,
0129550902,100,100,14859.595703125,,,,,
0129550903,100,100,14127.568359375,,,,,
0129550904,100,100,14127.4296875,,,,,
0129550905,100,100,14127.384765625,,,,,
0129550906,100,100,14127.333984375,,,,,
0129550907,100,100,14127.068359375,,,,,
0129550908,100,100,14126.9609375,,,,,
0129550909,100,100,16536.35546875,,,,,
0129550910,100,100,16536.41796875,,,,,
0129550911,100,100,16536.453125,,,,,
0129550912,740,700,178566.548828125,,,,,
0129550913,100,100,21065.177734375,,,,,
0129550914,100,100,21065.181640625,,,,,
0129580101,100,100,12964.453125,,,,,
0129580103,100,100,13001.203125,,,,,
0129580104,113,113,12666.490234375,,,,,
0129580105,113,113,26395.12109375,,,,,
0129580107,100,100,12941.267578125,,,,,
0129580108,100,100,13651.923828125,,,,,
0129580109,740,700,14449.79296875,,,,,
0129580112,100,100,12669.6640625,,,,,
0129580120,100,100,11102.197265625,,,,,
0129580122,900,900,10221.33984375,,,,,
0129580123,900,900,9893.92578125,,,,,
0129580124,900,900,10889.43359375,,,,,
0129580125,100,100,10240.9296875,,,,,
0129580126,100,100,9864.427734375,,,,,
0129580127,100,100,10702.322265625,,,,,
0129580128,100,100,10500.771484375,,,,,
0129580130,100,100,26175.37890625,,,,,
0129580134,100,100,10561.134765625,,,,,
0129580135,100,100,21032.228515625,,,,,
0129580136,100,100,19448.287109375,,,,,
0129580137,100,100,11490.8515625,,,,,
0129580138,100,100,10147.744140625,,,,,
0129580139,100,100,10164.21484375,,,,,
0129580140,100,100,10004.134765625,,,,,
0129580141,100,100,13545.552734375,,,,,
0129580142,100,100,10865.220703125,,,,,
0129580143,100,100,10059.44140625,,,,,
0129580144,100,100,9985.134765625,,,,,
0129580145,100,100,9886.837890625,,,,,
0129580146,100,100,10016.8046875,,,,,
0129580147,100,100,20055.04296875,,,,,
0129580149,100,100,10282.208984375,,,,,
0129580151,100,100,20297.46484375,,,,,
0129580152,100,100,10144.66015625,,,,,
0129580153,100,100,9975.5546875,,,,,
0129580157,100,100,41064.2265625,,,,,
0129580158,100,100,10836.43359375,,,,,
0129580159,900,900,4873.96875,,,,,
0129580160,100,100,7407.912109375,,,,,
0129580161,100,100,3944.71484375,,,,,
0129580162,100,100,16626.16796875,,,,,
0129580163,100,100,13788.4375,,,,,
0129580164,100,100,131191.23828125,,,,,
0129580165,100,100,117761.623046875,,,,,
0129580166,100,100,120904.619140625,,,,,
0129580167,100,100,173089.154296875,,,,,
0129580168,160,160,222845.84765625,,,,,
0129580169,900,900,262233.37109375,,,,,
0129580170,900,900,217295.52734375,,,,,
0129580171,160,160,206647.029296875,,,,,
0129580172,160,160,212604.728515625,,,,,
0129580173,740,700,63751.9453125,,,,,
0129580174,100,100,17091.791015625,,,,,
0129580175,100,100,9747.064453125,,,,,
0129580176,100,100,16110.91015625,,,,,
0129580177,100,100,9687.435546875,,,,,
0129580178,100,100,12819.92578125,,,,,
0129580179,100,100,13146.12109375,,,,,
0129580180,100,100,25531.625,,,,,
0129580182,100,100,11036.974609375,,,,,
0129580183,100,100,15214.025390625,,,,,
0129580184,100,100,10924.685546875,,,,,
0129580185,100,100,10946.279296875,,,,,
0129580186,100,100,10712.724609375,,,,,
0129580187,100,100,9377.13671875,,,,,
0129580188,900,900,13510.177734375,,,,,
0129580189,100,100,13725.841796875,,,,,
0129580190,900,900,12416.693359375,,,,,
0129580191,100,100,11633.42578125,,,,,
0129580192,100,100,9543.6640625,,,,,
0129580193,100,100,10515.935546875,,,,,
0129580194,100,100,10124.97265625,,,,,
0129580201,100,100,13750.328125,,,,,
0129580202,100,100,10562.67578125,,,,,
0129580203,100,100,10727.986328125,,,,,
0129580205,100,100,10595.97265625,,,,,
0129580208,100,100,10653.916015625,,,,,
0129580209,100,100,10732.916015625,,,,,
0129580210,900,900,10786.3359375,,,,,
0129580211,100,100,10665.53125,,,,,
0129580212,100,100,21147.431640625,,,,,
0129580215,100,100,21035.4375,,,,,
0129580216,100,100,15968.77734375,,,,,
0129580217,100,100,10993.04296875,,,,,
0129580218,100,100,10328.3359375,,,,,
0129580219,100,100,20401.166015625,,,,,
0129580221,100,100,10329.7578125,,,,,
0129580222,100,100,10015.029296875,,,,,
0129580223,100,100,10506.974609375,,,,,
0129580226,100,100,20614.501953125,,,,,
0129580228,100,100,20253.07421875,,,,,
0129580229,900,900,10395.5390625,,,,,
0129580230,100,100,10052.34765625,,,,,
0129580231,100,100,10341.271484375,,,,,
0129580232,900,900,10115.640625,,,,,
0129580233,100,100,21278.23046875,,,,,
0129580234,100,100,10531.216796875,,,,,
0129580235,100,100,10317.314453125,,,,,
0129580401,100,100,13177.4296875,,,,,
0129580403,100,100,13144.876953125,,,,,
0129580405,100,100,26124.453125,,,,,
0129580406,100,100,17783.955078125,,,,,
0129580407,100,100,16124.6953125,,,,,
0129580409,100,100,12804.84375,,,,,
0129580411,100,100,39665.49609375,,,,,
0129580412,100,100,12974.876953125,,,,,
0129580413,100,100,12804.861328125,,,,,
0129580501,113,113,16800.353515625,,,,,
0129580502,113,113,13002.46875,,,,,
0129580503,113,113,13017.330078125,,,,,
0129580505,100,100,12734.3671875,,,,,
0129580506,150,100,13031.990234375,,,,,
0129580507,100,100,12734.443359375,,,,,
0129580508,100,100,30540.955078125,,,,,
0129580510,150,100,12734.357421875,,,,,
0129580602,100,100,12405.328125,,,,,
0129580603,100,100,12398.13671875,,,,,
0129580604,100,100,12323.337890625,,,,,
0129580605,900,900,12407.44140625,,,,,
0129580607,100,100,124765.619140625,,,,,
0129580608,100,100,20064.849609375,,,,,
0129580701,100,100,25263.86328125,,,,,
0129580702,100,100,12633.701171875,,,,,
0129580703,900,900,12686.673828125,,,,,
0129580704,100,100,12670.1875,,,,,
0129580705,100,100,12645.830078125,,,,,
0129580706,100,100,12639.396484375,,,,,
0129580707,100,100,12677.400390625,,,,,
0129580708,100,100,12301.451171875,,,,,
0129580709,100,100,12157.814453125,,,,,
0129580710,100,100,12346.8359375,,,,,
0129580711,100,100,12320.861328125,,,,,
0129580712,100,100,12365.537109375,,,,,
0129580713,100,100,12359.712890625,,,,,
0129580714,100,100,12348.091796875,,,,,
0129580715,100,100,18684.576171875,,,,,
0129580801,100,100,16369.4375,,,,,
0129580802,100,100,11984.4453125,,,,,
0129580803,100,100,24986.73046875,,,,,
0129580805,100,100,12272.609375,,,,,
0129580806,100,100,12354.107421875,,,,,
0129580807,100,100,27209.48046875,,,,,
0129580808,900,900,13719.90625,,,,,
0129580809,100,100,12145.005859375,,,,,
0129580810,100,100,12391.775390625,,,,,
0129580811,900,900,11896.921875,,,,,
0129580901,650,600,30848.658203125,,,,,
0129581001,160,160,523681.072265625,,,,,
0129600101,100,100,124932.95703125,,,,,
0129600102,100,100,123386.39453125,,,,,
0129600103,100,100,124123.537109375,,,,,
0129600104,100,100,126479.443359375,,,,,
0129600105,100,100,123456.6953125,,,,,
0129600106,100,100,142538.357421875,,,,,
0129600107,100,100,138254.796875,,,,,
0129600108,100,100,118919.45703125,,,,,
0129600109,100,100,124666.80859375,,,,,
0129600110,100,100,132693.14453125,,,,,
0129600201,160,160,208371.08984375,,,,,
0129600202,900,900,242479.654296875,,,,,
0129600203,160,160,203310.671875,,,,,
0129600204,100,100,195978.572265625,,,,,
0129600205,100,100,179639.587890625,,,,,
0130020103,740,700,8395.265625,,,,,
0130020104,100,100,11169.34765625,,,,,
0130020105,100,100,10497.53125,,,,,
0130020106,100,100,8500.119140625,,,,,
0130020107,100,100,8673.697265625,,,,,
0130020108,100,100,8102.775390625,,,,,
0130020109,100,100,8961.236328125,,,,,
0130020110,100,100,10762.646484375,,,,,
0130020111,100,100,13265.46484375,,,,,
0130020112,100,100,14322.16796875,,,,,
0130020113,100,100,11430.611328125,,,,,
0130020114,100,100,13291.95703125,,,,,
0130020115,100,100,9692.09375,,,,,
0130020116,100,100,10282.630859375,,,,,
0130020117,100,100,8880.71875,,,,,
0130020118,100,100,8405.43359375,,,,,
0130020119,100,100,8137.28125,,,,,
0130020120,100,100,10076.607421875,,,,,
0130020121,740,700,9378.255859375,,,,,
0130020122,740,700,7742.51953125,,,,,
0130020401,100,100,15233.16015625,,,,,
0130020402,100,100,11628.5078125,,,,,
0130020403,100,100,10589.70703125,,,,,
0130020404,100,100,10866.103515625,,,,,
0130020405,100,100,9739.80859375,,,,,
0130020406,100,100,9391.439453125,,,,,
0130020407,100,100,10774.541015625,,,,,
0130020408,100,100,10823.9140625,,,,,
0130020409,100,100,12940.154296875,,,,,
0130020410,100,100,11704.427734375,,,,,
0130020411,100,100,10495.9140625,,,,,
0130020412,100,100,8734.33203125,,,,,
0130020413,100,100,10066.42578125,,,,,
0130020414,100,100,8695.234375,,,,,
0130020415,100,100,9498.3359375,,,,,
0130020416,100,100,9586.5234375,,,,,
0130020417,100,100,12883.267578125,,,,,
0130020418,100,100,10823.52734375,,,,,
0130020419,100,100,10571.119140625,,,,,
0130020420,100,100,10471.3125,,,,,
0130020421,100,100,9864.044921875,,,,,
0130020422,100,100,12832.791015625,,,,,
0130020423,100,100,13275.64453125,,,,,
0130020424,100,100,13692.322265625,,,,,
0130020425,100,100,12366.20703125,,,,,
0130020426,100,100,8747.74609375,,,,,
0130020427,100,100,9661.890625,,,,,
0130020428,150,100,11125.275390625,,,,,
0130020429,100,100,13956.591796875,,,,,
0130020430,100,100,15059.71875,,,,,
0130020431,100,100,10924.26171875,,,,,
0130020432,100,100,10871.49609375,,,,,
0130020433,100,100,11318.048828125,,,,,
0130020434,100,100,14718.244140625,,,,,
0130020435,100,100,16426.62890625,,,,,
0130020436,100,100,6513.744140625,,,,,
0130020437,100,100,6624.361328125,,,,,
0130020438,100,100,10284.12109375,,,,,
0130020439,100,100,9337.197265625,,,,,
0130020440,100,100,8735.37890625,,,,,
0130020441,630,600,10202.654296875,,,,,
0130020442,630,600,19739.4140625,,,,,
0130020443,100,100,7775.962890625,,,,,
0130020501,100,100,9148.341796875,,,,,
0130020502,100,100,8480.63671875,,,,,
0130020503,100,100,8894.314453125,,,,,
0130020504,100,100,8758.837890625,,,,,
0130020505,100,100,8047.3984375,,,,,
0130020506,100,100,9240.330078125,,,,,
0130020507,100,100,9723.556640625,,,,,
0130020508,100,100,11682.9375,,,,,
0130020509,100,100,12147.1640625,,,,,
0130020510,100,100,7575.654296875,,,,,
0130020511,100,100,7929.25,,,,,
0130020512,100,100,8695.12109375,,,,,
0130020513,100,100,8806.630859375,,,,,
0130020514,100,100,8622.798828125,,,,,
0130020515,100,100,8830.26953125,,,,,
0130020516,100,100,8862.404296875,,,,,
0130020601,400,400,162686.095703125,,,,,
0130020605,300,300,106476.82421875,,,,,
0130020606,400,400,206196.689453125,,,,,
0130020607,300,300,60363.3828125,,,,,
0130020608,850,800,5528.44921875,,,,,
0130020609,400,400,180254.3828125,,,,,
0130050103,100,100,36981.53515625,,,,,
0130050104,100,100,25545.5234375,,,,,
0130050105,100,100,21588.845703125,,,,,
0130050106,100,100,23745.28515625,,,,,
0130050107,100,100,23758.169921875,,,,,
0130050108,100,100,21288.935546875,,,,,
0130050109,100,100,24565.2734375,,,,,
0130050110,100,100,110675.453125,,,,,
0130050111,100,100,105529.57421875,,,,,
0130050113,100,100,25444.650390625,,,,,
0130050114,100,100,29811.181640625,,,,,
0130050115,100,100,28824.6484375,,,,,
0130050116,100,100,32462.078125,,,,,
0130050117,100,100,35735.79296875,,,,,
0130050118,100,100,33750.2734375,,,,,
0130050119,100,100,29969.255859375,,,,,
0130050120,100,100,25653.857421875,,,,,
0130050121,100,100,15719.578125,,,,,
0130050122,100,100,18891.15625,,,,,
0130050123,100,100,19868.533203125,,,,,
0130050124,100,100,22573.56640625,,,,,
0130050125,100,100,27173.427734375,,,,,
0130050126,100,100,17071.5546875,,,,,
0130050127,100,100,12160.96875,,,,,
0130050128,100,100,11621.96484375,,,,,
0130050129,100,100,12424.41015625,,,,,
0130050130,100,100,16969.26171875,,,,,
0130050131,100,100,25933.369140625,,,,,
0130050132,100,100,15164.98046875,,,,,
0130050133,100,100,14990.056640625,,,,,
0130050134,100,100,13698.62109375,,,,,
0130050135,100,100,13151.091796875,,,,,
0130050136,100,100,11649.7734375,,,,,
0130050137,100,100,13046.1640625,,,,,
0130050140,100,100,12797.908203125,,,,,
0130050141,100,100,15593.42578125,,,,,
0130050142,100,100,14590.458984375,,,,,
0130050143,100,100,13582.1796875,,,,,
0130050144,100,100,22160.2890625,,,,,
0130050145,100,100,14168.185546875,,,,,
0130050146,100,100,13232.92578125,,,,,
0130050147,100,100,16011.255859375,,,,,
0130050149,100,100,12636.91796875,,,,,
0130050150,100,100,16207.1796875,,,,,
0130050151,100,100,17244.6875,,,,,
0130050152,900,900,22913.703125,,,,,
0130050153,740,700,1504.16015625,,,,,
0130050154,100,100,16335.240234375,,,,,
0130050155,100,100,14355.421875,,,,,
0130050201,100,100,19999.767578125,,,,,
0130050202,100,100,21720.171875,,,,,
0130050203,100,100,24777.45703125,,,,,
0130050204,100,100,26371.849609375,,,,,
0130050205,100,100,36301.65625,,,,,
0130050206,100,100,27843.3515625,,,,,
0130050301,100,100,27484.61328125,,,,,
0130050302,100,100,30930.802734375,,,,,
0130050303,100,100,34027.900390625,,,,,
0130050401,100,100,15830.1796875,,,,,
0130050402,100,100,18725.4453125,,,,,
0130050403,100,100,19980.9296875,,,,,
0130050404,100,100,12668.681640625,,,,,
0130050405,100,100,13752.46484375,,,,,
0130050406,100,100,17589.38671875,,,,,
0130050407,100,100,14775.232421875,,,,,
0130050408,100,100,21931.298828125,,,,,
0130050409,100,100,19271.875,,,,,
0130050410,100,100,17714.013671875,,,,,
0130050411,100,100,19579.04296875,,,,,
0130050412,100,100,21941.517578125,,,,,
0130050504,100,100,21673.44140625,,,,,
0130050505,100,100,19608.224609375,,,,,
0130050506,100,100,16657.96484375,,,,,
0130050507,100,100,18738.384765625,,,,,
0130050508,100,100,19617.810546875,,,,,
0130050509,100,100,19334.306640625,,,,,
0130050510,100,100,16214.177734375,,,,,
0130050511,100,100,16882.6875,,,,,
0130050512,100,100,16917.919921875,,,,,
0130050513,100,100,17210.5625,,,,,
0130050514,100,100,18177.482421875,,,,,
0130050515,100,100,16864.8515625,,,,,
0130050516,100,100,17255.427734375,,,,,
0130050517,100,100,23688.58203125,,,,,
0130050519,100,100,32379.578125,,,,,
0130050520,100,100,19314.30078125,,,,,
0130050521,100,100,15105.306640625,,,,,
0130050522,100,100,18073.23828125,,,,,
0130050524,100,100,73237.40625,,,,,
0130050525,100,100,4701.412109375,,,,,
0130050526,100,100,24097.71875,,,,,
0130050527,100,100,21379.734375,,,,,
0130050601,100,100,18608.71875,,,,,
0130050605,100,100,23143.197265625,,,,,
0130050606,100,100,14550.69921875,,,,,
0130050701,740,700,31822.943359375,,,,,
0131010102,650,600,189659.17578125,,,,,
0131010201,100,100,10371.2421875,,,,,
0131010202,100,100,12585.330078125,,,,,
0131010203,100,100,12029.814453125,,,,,
0131010204,100,100,10443.98046875,,,,,
0131010205,100,100,12088.185546875,,,,,
0131010206,100,100,15358.04296875,,,,,
0131010207,100,100,11506.30078125,,,,,
0131010208,100,100,10581.255859375,,,,,
0131010209,100,100,10536.166015625,,,,,
0131010210,100,100,10505.919921875,,,,,
0131010211,100,100,10515.005859375,,,,,
0131010212,100,100,10565.205078125,,,,,
0131010213,100,100,10610.001953125,,,,,
0131010214,100,100,9760.18359375,,,,,
0131010215,100,100,11182.89453125,,,,,
0131010216,740,700,4681.748046875,,,,,
0131010301,100,100,11672.375,,,,,
0131010302,100,100,11332.998046875,,,,,
0131010401,100,100,9835.421875,,,,,
0131010402,100,100,9613.439453125,,,,,
0131010403,100,100,12083.76171875,,,,,
0131010404,100,100,10122.486328125,,,,,
0131010405,100,100,9563.755859375,,,,,
0131010406,100,100,11865.666015625,,,,,
0131010407,100,100,11944.072265625,,,,,
0131010408,100,100,12051.529296875,,,,,
0131010409,100,100,13252.83203125,,,,,
0131010410,100,100,8377.18359375,,,,,
0131010411,100,100,10074.384765625,,,,,
0131010412,100,100,10499.587890625,,,,,
0131010413,100,100,13019.744140625,,,,,
0131010414,740,700,5888.74609375,,,,,
0131010415,100,100,10602.23828125,,,,,
0131010416,100,100,10048.158203125,,,,,
0131010417,100,100,9571.62109375,,,,,
0131010418,100,100,9342.47265625,,,,,
0131010501,100,100,9483.306640625,,,,,
0131010502,100,100,9208.138671875,,,,,
0131010503,100,100,10630.404296875,,,,,
0131010504,100,100,10589.623046875,,,,,
0131010505,100,100,10702.98828125,,,,,
0131010506,100,100,10855.71484375,,,,,
0131010507,100,100,10825.333984375,,,,,
0131010508,100,100,10479.8203125,,,,,
0131010509,100,100,10278.580078125,,,,,
0131010510,100,100,10974.873046875,,,,,
0131010511,100,100,11192.837890625,,,,,
0131010512,100,100,9467.986328125,,,,,
0131010513,100,100,11383.771484375,,,,,
0131010514,100,100,10522.162109375,,,,,
0131010515,100,100,10444.41796875,,,,,
0131010516,100,100,10602.087890625,,,,,
0131010517,100,100,9355.896484375,,,,,
0131010518,100,100,9585.37109375,,,,,
0131010519,100,100,10359.890625,,,,,
0131010520,100,100,9399.046875,,,,,
0131010521,100,100,11019.06640625,,,,,
0131010522,100,100,10967.505859375,,,,,
0131010523,100,100,13274.501953125,,,,,
0131010524,100,100,11311.90625,,,,,
0131010525,100,100,10858.353515625,,,,,
0131010526,100,100,10833.443359375,,,,,
0131010527,100,100,10932.703125,,,,,
0131010528,100,100,14186.896484375,,,,,
0131010529,100,100,10138.1328125,,,,,
0131010530,100,100,11218.380859375,,,,,
0131010531,100,100,9948.39453125,,,,,
0131010601,100,100,10902.384765625,,,,,
0131010602,100,100,10902.408203125,,,,,
0131010603,100,100,10902.375,,,,,
0131010604,100,100,9082.958984375,,,,,
0131010605,100,100,9047.322265625,,,,,
0131010606,100,100,11784.134765625,,,,,
0131010607,100,100,10437.69140625,,,,,
0131010608,100,100,11066.47265625,,,,,
0131010609,100,100,11066.521484375,,,,,
0131010610,100,100,11066.5234375,,,,,
0131010611,100,100,11066.44921875,,,,,
0131010612,100,100,11066.458984375,,,,,
0131010613,100,100,11066.560546875,,,,,
0131010614,100,100,10687.306640625,,,,,
0131010615,100,100,11182.65234375,,,,,
0131010616,100,100,10525.8046875,,,,,
0131010617,100,100,10975.466796875,,,,,
0131010618,100,100,10481.111328125,,,,,
0131010619,100,100,10830.525390625,,,,,
0131010620,100,100,11158.810546875,,,,,
0131010621,100,100,11030.369140625,,,,,
0131010622,100,100,14159.470703125,,,,,
0131010623,100,100,16508.83203125,,,,,
0131010701,100,100,11164.388671875,,,,,
0131010702,100,100,10180.333984375,,,,,
0131010703,100,100,10042.98046875,,,,,
0131010704,100,100,10629.6171875,,,,,
0131010705,100,100,10635.177734375,,,,,
0131010706,100,100,9780.869140625,,,,,
0131010707,100,100,10699.19921875,,,,,
0131010708,100,100,10057.16796875,,,,,
0131010801,300,300,29830.78515625,,,,,
0131010802,300,300,14043.671875,,,,,
0131010803,400,400,69780.44140625,,,,,
0131010805,300,300,92991.943359375,,,,,
0131010806,400,400,94199.5703125,,,,,
0131011001,400,400,22095.265625,,,,,
0131011101,870,870,110064.271484375,,,,,
0131030102,100,100,35706.927734375,,,,,
0131030103,100,100,25236.4921875,,,,,
0131030104,100,100,29566.4765625,,,,,
0131030105,100,100,27799.798828125,,,,,
0131030106,100,100,25546.376953125,,,,,
0131030107,100,100,25962.658203125,,,,,
0131030109,100,100,14300.263671875,,,,,
0131030116,100,100,33686.634765625,,,,,
0131030117,100,100,23200.36328125,,,,,
0131030118,100,100,16066.80859375,,,,,
0131030119,100,100,15337.30078125,,,,,
0131030121,100,100,23528.087890625,,,,,
0131030122,100,100,22305.4296875,,,,,
0131030123,100,100,22415.017578125,,,,,
0131030124,100,100,18044.0703125,,,,,
0131030125,100,100,16965.25,,,,,
0131030126,100,100,14576.2109375,,,,,
0131030127,100,100,17359.478515625,,,,,
0131030128,100,100,32635.09375,,,,,
0131030129,100,100,11897.677734375,,,,,
0131030130,100,100,13617.955078125,,,,,
0131030131,100,100,19350.314453125,,,,,
0131030132,100,100,14784.603515625,,,,,
0131030133,100,100,18898.439453125,,,,,
0131030134,100,100,46334.720703125,,,,,
0131030136,100,100,16455.779296875,,,,,
0131030137,100,100,20863.8515625,,,,,
0131030138,100,100,30101.279296875,,,,,
0131030203,100,100,15894.822265625,,,,,
0131030204,100,100,17107.150390625,,,,,
0131030205,100,100,16065.19140625,,,,,
0131030206,100,100,30507.68359375,,,,,
0131030207,100,100,16337.8984375,,,,,
0131030208,100,100,17768.958984375,,,,,
0131030209,100,100,23196.791015625,,,,,
0131030210,100,100,19418.158203125,,,,,
0131030211,100,100,20279.205078125,,,,,
0131030212,100,100,19217.46875,,,,,
0131030213,100,100,27158.244140625,,,,,
0131030214,100,100,26228.03125,,,,,
0131030215,100,100,23262.873046875,,,,,
0131030216,100,100,24124.68359375,,,,,
0131030217,100,100,22626.255859375,,,,,
0131030218,100,100,24438.267578125,,,,,
0131030219,100,100,22155.609375,,,,,
0131030225,100,100,13744.806640625,,,,,
0131030226,100,100,17142.30078125,,,,,
0131030227,100,100,12238.27734375,,,,,
0131030228,100,100,14275.431640625,,,,,
0131030229,100,100,15082.5546875,,,,,
0131030230,100,100,14860.7734375,,,,,
0131030231,650,600,183862.875,,,,,
0131030232,300,300,81348.91796875,,,,,
0131030233,220,200,155652.548828125,,,,,
0131030234,300,300,14986.423828125,,,,,
0131030302,100,100,17029.533203125,,,,,
0131030303,100,100,16174.408203125,,,,,
0131030304,100,100,18997.71875,,,,,
0131030305,100,100,17529.6171875,,,,,
0131030306,100,100,15230.41796875,,,,,
0131030307,100,100,8776.912109375,,,,,
0131030308,100,100,8626.046875,,,,,
0131030401,100,100,15707.130859375,,,,,
0131030402,100,100,17109.830078125,,,,,
0131030403,100,100,18966.60546875,,,,,
0131030404,100,100,19267.298828125,,,,,
0131030408,100,100,21384.16015625,,,,,
0131030409,100,100,18845.173828125,,,,,
0131030413,100,100,20318.310546875,,,,,
0131030414,100,100,14618.482421875,,,,,
0131030415,100,100,13735.064453125,,,,,
0131030416,100,100,13276.052734375,,,,,
0131030417,100,100,16857.880859375,,,,,
0131030418,100,100,17352.03515625,,,,,
0131030501,100,100,12880.744140625,,,,,
0131030502,100,100,12330.849609375,,,,,
0131030503,100,100,12765.17578125,,,,,
0131030504,100,100,12465.99609375,,,,,
0131030505,100,100,12529.48828125,,,,,
0131030506,100,100,17014.283203125,,,,,
0131030507,100,100,16733.025390625,,,,,
0131030508,100,100,18044.021484375,,,,,
0131030509,100,100,14530.330078125,,,,,
0131030510,100,100,14636.6875,,,,,
0131030511,100,100,16115.69921875,,,,,
0131030512,100,100,18061.060546875,,,,,
0131030513,100,100,15967.392578125,,,,,
0131030514,100,100,14178.3671875,,,,,
0131030515,100,100,13983.494140625,,,,,
0131030601,100,100,15863.27734375,,,,,
0131030602,100,100,15193.71875,,,,,
0131030603,100,100,12775.890625,,,,,
0131030604,100,100,11762.318359375,,,,,
0131030608,100,100,37299.169921875,,,,,
0131030611,100,100,16675.736328125,,,,,
0131030612,100,100,16240.8515625,,,,,
0131030613,100,100,27316.6640625,,,,,
0131030614,100,100,17106.19140625,,,,,
0131030615,100,100,18242.802734375,,,,,
0131030616,900,900,29968.416015625,,,,,
0131030701,100,100,10240.19921875,,,,,
0131030702,100,100,10376.162109375,,,,,
0131030704,100,100,14209.037109375,,,,,
0131030705,100,100,11543.48046875,,,,,
0131030706,100,100,8626.650390625,,,,,
0131030707,100,100,11401.01171875,,,,,
0131030708,100,100,13202.328125,,,,,
0131030801,300,300,20201.759765625,,,,,
0131030802,400,400,11272.259765625,,,,,
0131060101,100,100,13126.564453125,,,,,
0131060102,100,100,12800.453125,,,,,
0131060103,100,100,12735.15234375,,,,,
0131060104,100,100,12855.6171875,,,,,
0131060105,100,100,14040.060546875,,,,,
0131060206,740,700,1740.18359375,,,,,
0131060207,740,700,6422398.8671875,,,,,
0131070102,100,100,16291.90625,,,,,
0131070103,100,100,38977.177734375,,,,,
0131070104,100,100,48595.244140625,,,,,
0131070105,100,100,26800.525390625,,,,,
0131070106,100,100,22639.625,,,,,
0131070108,100,100,15166.005859375,,,,,
0131070109,100,100,17304.220703125,,,,,
0131070110,100,100,11674.296875,,,,,
0131070111,100,100,13199.166015625,,,,,
0131070112,100,100,15385.94140625,,,,,
0131070113,100,100,16048.025390625,,,,,
0131070114,100,100,13777.978515625,,,,,
0131070115,100,100,9214.3671875,,,,,
0131070116,100,100,9148.3359375,,,,,
0131070117,100,100,9783.41796875,,,,,
0131070118,100,100,27631.08984375,,,,,
0131070120,900,900,32351.583984375,,,,,
0131070121,900,900,12467.876953125,,,,,
0131070122,900,900,13355.00390625,,,,,
0131070123,100,100,50644.755859375,,,,,
0131070128,100,100,30752.623046875,,,,,
