year,meeting_title,meeting_url
2012,"September 11, 2012Austin City Council Budget Adoption Reading",https://www.austintexas.gov/council/2012/20120911-reg
2012,"September 10, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120910-ahfc
2012,"September 10, 2012Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2012/20120910-mlgc
2012,"September 10, 2012Austin City Council Budget Adoption Reading",https://www.austintexas.gov/council/2012/20120910-reg
2012,"August 30, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120830-reg
2012,"August 23, 2012Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2012/20120823-mlgc
2012,"August 23, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120823-reg
2012,"August 22, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120822-wrk
2012,"August 21, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120821-wrk
2012,"August 20, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120820-spec
2012,"August 18, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120818-spec
2012,"August 17, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120817-spec
2012,"August 16, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120816-reg
2012,"August 15, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120815-wrk
2012,"August 14, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120814-wrk
2012,"August 7, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120807-wrk
2012,"August 2, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120802-ahfc
2012,"August 2, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120802-reg
2012,"August 1, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120801-wrk
2012,"July 31, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120731-wrk
2012,"June 28, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120628-reg
2012,"June 26, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120626-wrk
2012,"June 25, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120625-spec
2012,"June 18, 2012Austin City Council Senior Officials Workshop",https://www.austintexas.gov/council/2012/20120618-wrk
2012,"June 14, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120614-ahfc
2012,"June 14, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120614-reg
2012,"June 12, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120612-wrk
2012,"June 7, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120607-reg
2012,"June 5, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120605-wrk
2012,"May 29, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120529-wrk
2012,"May 29, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120529-wrkae
2012,"May 24, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120524-reg
2012,"May 22, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120522-wrk
2012,"May 17, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120517-wrkae
2012,"May 16, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120516-wrkae
2012,"May 9, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120509-wrk
2012,"May 2, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120502-wrk
2012,"April 30, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120430-wrkae
2012,"April 26, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120426-reg
2012,"April 26, 2012Tax Increment Financing (TIF #18) Board of Directors - Seaholm Redevelopment Project Meeting",https://www.austintexas.gov/council/2012/20120426-tif
2012,"April 25, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120425-wrk
2012,"April 24, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120424-wrk
2012,"April 24, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120424-wrkae
2012,"April 23, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120423-wrkae
2012,"April 19, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120419-wrkae
2012,"April 18, 2012Austin City Council Budget Work Session",https://www.austintexas.gov/council/2012/20120418-wrk
2012,"April 17, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120417-wrkae
2012,"April 14, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120414-wrkae
2012,"April 12, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120412-reg
2012,"April 11, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120411-wrkae
2012,"April 10, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120410-wrk
2012,"April 5, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120405-ahfc
2012,"April 5, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120405-reg
2012,"April 5, 2012Tax Increment Financing (TIF #18) Board of Directors - Seaholm Redevelopment Project Meeting",https://www.austintexas.gov/council/2012/20120405-tif
2012,"April 3, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120403-wrk
2012,"April 3, 2012Austin City Council Austin Energy Rates Work Session",https://www.austintexas.gov/council/2012/20120403-wrkae
2012,"March 27, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120327-wrkae
2012,"March 22, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120322-reg
2012,"March 21, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120321-wrkae
2012,"March 20, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120320-wrk
2012,"March 15, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120315-spec
2012,"March 8, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120308-ahfc
2012,"March 8, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120308-reg
2012,"March 7, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120307-wrkae
2012,"March 6, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120306-wrk
2012,"March 1, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120301-reg
2012,"February 29, 2012Austin City Council Policy Retreat Work Session",https://www.austintexas.gov/council/2012/20120229-wrk
2012,"February 28, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120228-wrk
2012,"February 22, 2012Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2012/20120222-spec
2012,"February 16, 2012Austin City Council Community Discussion",https://www.austintexas.gov/council/2012/20120216-reg
2012,"February 9, 2012Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2012/20120209-ahfc
2012,"February 9, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120209-reg
2012,"February 7, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120207-wrk
2012,"February 2, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120202-reg
2012,"January 31, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120131-wrk
2012,"January 26, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120126-reg
2012,"January 24, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120124-wrk
2012,"January 17, 2012Austin City Council Special Called Work Session",https://www.austintexas.gov/council/2012/20120117-wrk
2012,"January 12, 2012Austin City Council Regular Meeting",https://www.austintexas.gov/council/2012/20120112-reg
2012,"January 10, 2012Austin City Council Work Session",https://www.austintexas.gov/council/2012/20120110-wrk
2013,"December 12, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20131212-ahfc
2013,"December 12, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131212-reg
2013,"December 10, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131210-wrk
2013,"December 5, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20131205-spec
2013,"November 21, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20131121-ahfc
2013,"November 21, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131121-reg
2013,"November 19, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131119-wrk
2013,"November 18, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20131118-spec
2013,"November 7, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131107-reg
2013,"November 5, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20131105-dis
2013,"November 5, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131105-wrk
2013,"October 24, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131024-reg
2013,"October 23, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20131023-dis
2013,"October 22, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131022-wrk
2013,"October 17, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131017-reg
2013,"October 15, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131015-wrk
2013,"October 3, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20131003-reg
2013,"October 1, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20131001-wrk
2013,"September 26, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130926-ahfc
2013,"September 26, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130926-reg
2013,"September 24, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130924-wrk
2013,"September 19, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130919-dis
2013,"September 11, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130911-ahfc
2013,"September 11, 2013Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2013/20130911-mlgc
2013,"September 11, 2013Austin City Council Budget Adoption Reading",https://www.austintexas.gov/council/2013/20130911-reg
2013,"September 10, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130910-ahfc
2013,"September 10, 2013Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2013/20130910-mlgc
2013,"September 10, 2013Austin City Council Budget Adoption Reading",https://www.austintexas.gov/council/2013/20130910-reg
2013,"September 9, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130909-ahfc
2013,"September 9, 2013Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2013/20130909-mlgc
2013,"September 9, 2013Austin City Council Budget Adoption Reading",https://www.austintexas.gov/council/2013/20130909-reg
2013,"September 3, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20130903-spec
2013,"August 29, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130829-reg
2013,"August 27, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130827-wrk
2013,"August 22, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130822-reg
2013,"August 21, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20130821-spec
2013,"August 20, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130820-wrk
2013,"August 19, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20130819-spec
2013,"August 14, 2013Austin City Council Budget Work Session",https://www.austintexas.gov/council/2013/20130814-wrk
2013,"August 8, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130808-ahfc
2013,"August 8, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130808-reg
2013,"August 6, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130806-wrk
2013,"August 1, 2013Austin City Council Budget Work Session",https://www.austintexas.gov/council/2013/20130801-wrk
2013,"July 9, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130709-dis
2013,"June 27, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130627-reg
2013,"June 25, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130625-wrk
2013,"June 20, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130620-reg
2013,"June 18, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130618-wrk
2013,"June 6, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130606-ahfc
2013,"June 6, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130606-reg
2013,"June 4, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130604-wrk
2013,"May 23, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130523-reg
2013,"May 21, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130521-wrk
2013,"May 9, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130509-reg
2013,"May 7, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130507-wrk
2013,"May 2, 2013Austin City Council Budget Work Session",https://www.austintexas.gov/council/2013/20130502-wrk
2013,"April 25, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130425-reg
2013,"April 23, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130423-wrk
2013,"April 18, 2013Austin City Council Budget Work Session",https://www.austintexas.gov/council/2013/20130418-wrk
2013,"April 17, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130417-dis1
2013,"April 17, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130417-dis2
2013,"April 11, 2013Austin Bergstrom International Airport Development Corporation Board of Directors Meeting",https://www.austintexas.gov/council/2013/20130411-abia
2013,"April 11, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130411-ahfc
2013,"April 11, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130411-reg
2013,"April 9, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130409-wrk
2013,"March 28, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130328-reg
2013,"March 26, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130326-dis
2013,"March 26, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130326-wrk
2013,"March 21, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130321-reg
2013,"March 19, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130319-wrk
2013,"March 7, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130307-reg
2013,"March 5, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130305-wrk
2013,"March 1, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20130301-spec
2013,"February 28, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130228-reg
2013,"February 28, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130228-spec
2013,"February 26, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130226-wrk
2013,"February 21, 2013Austin City Council Budget Retreat",https://www.austintexas.gov/council/2013/20130221-spec
2013,"February 14, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130214-reg
2013,"February 12, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130212-wrk
2013,"February 5, 2013Austin City Council Discussion",https://www.austintexas.gov/council/2013/20130205-spec
2013,"January 31, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130131-reg
2013,"January 29, 2013Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2013/20130129-spec
2013,"January 29, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130129-wrk
2013,"January 17, 2013Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2013/20130117-ahfc
2013,"January 17, 2013Austin City Council Regular Meeting",https://www.austintexas.gov/council/2013/20130117-reg
2013,"January 15, 2013Austin City Council Work Session",https://www.austintexas.gov/council/2013/20130115-wrk
2014,"December 30, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20141230-spec
2014,"December 11, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20141211-ahfc
2014,"December 11, 2014Austin Industrial Development Corporation Board of Directors Meeting",https://www.austintexas.gov/council/2014/20141211-aidc
2014,"December 11, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141211-reg
2014,"December 9, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20141209-wrk
2014,"November 20, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20141120-ahfc
2014,"November 20, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141120-reg
2014,"November 18, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20141118-spec
2014,"November 18, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20141118-wrk
2014,"November 6, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20141106-ahfc
2014,"November 6, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141106-reg
2014,"November 4, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20141104-wrk
2014,"October 23, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141023-reg
2014,"October 21, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20141021-wrk
2014,"October 16, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141016-reg
2014,"October 14, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20141014-wrk
2014,"October 2, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20141002-reg
2014,"September 30, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140930-wrk
2014,"September 25, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140925-ahfc
2014,"September 25, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140925-reg
2014,"September 23, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140923-wrk
2014,"September 10, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140910-ahfc
2014,"September 10, 2014Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2014/20140910-mlgc
2014,"September 10, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140910-reg
2014,"September 9, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140909-ahfc
2014,"September 9, 2014Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2014/20140909-mlgc
2014,"September 9, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140909-reg
2014,"September 8, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140908-ahfc
2014,"September 8, 2014Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2014/20140908-mlgc
2014,"September 8, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140908-reg
2014,"September 3, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140903-wrk
2014,"August 28, 2014Mueller Local Government Corporation (MLGC) Board of Directors MLGC Meeting",https://www.austintexas.gov/council/2014/20140828-mlgc
2014,"August 28, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140828-reg
2014,"August 26, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140826-wrk
2014,"August 21, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140821-reg
2014,"August 19, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140819-wrk
2014,"August 15, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20140815-spec
2014,"August 14, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20140814-spec
2014,"August 13, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140813-wrk
2014,"August 7, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140807-ahfc
2014,"August 7, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140807-reg
2014,"August 5, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140805-wrk
2014,"July 31, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140731-wrk
2014,"June 26, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140626-reg
2014,"June 24, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140624-wrk
2014,"June 17, 2014Austin City Council Discussion",https://www.austintexas.gov/council/2014/20140617-dis
2014,"June 12, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140612-ahfc
2014,"June 12, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140612-reg
2014,"June 12, 2014Tax Increment Financing (TIF #15) Board of Directors Meeting",https://www.austintexas.gov/council/2014/20140612-tif
2014,"June 10, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140610-wrk
2014,"June 5, 2014Austin City Council Discussion",https://www.austintexas.gov/council/2014/20140605-dis
2014,"May 31, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20140531-spec
2014,"May 29, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140529-wrk
2014,"May 22, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140522-ahfc
2014,"May 22, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140522-reg
2014,"May 22, 2014Tax Increment Financing (TIF #15) Board of Directors Meeting",https://www.austintexas.gov/council/2014/20140522-tif
2014,"May 20, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140520-wrk
2014,"May 15, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140515-reg
2014,"May 13, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140513-wrk
2014,"May 8, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140508-wrk
2014,"May 1, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140501-reg
2014,"April 29, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140429-wrk
2014,"April 24, 2014Austin City Council Budget Work Session",https://www.austintexas.gov/council/2014/20140424-wrk
2014,"April 23, 2014Austin City Council Discussion",https://www.austintexas.gov/council/2014/20140423-dis
2014,"April 17, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140417-ahfc
2014,"April 17, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140417-reg
2014,"April 15, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140415-wrk
2014,"April 10, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140410-ahfc
2014,"April 10, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140410-reg
2014,"April 8, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140408-wrk
2014,"March 27, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140327-reg
2014,"March 25, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140325-wrk
2014,"March 20, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140320-reg
2014,"March 18, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140318-wrk
2014,"March 6, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140306-ahfc
2014,"March 6, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140306-reg
2014,"March 4, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140304-wrk
2014,"February 27, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140227-reg
2014,"February 25, 2014Austin City Council Discussion",https://www.austintexas.gov/council/2014/20140225-dis
2014,"February 25, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140225-wrk
2014,"February 20, 2014Austin City Council Special Called Meeting",https://www.austintexas.gov/council/2014/20140220-spec
2014,"February 13, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140213-ahfc
2014,"February 13, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140213-reg
2014,"February 11, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140211-wrk
2014,"January 30, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140130-reg
2014,"January 28, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140128-wrk
2014,"January 23, 2014Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2014/20140123-ahfc
2014,"January 23, 2014Austin City Council Regular Meeting",https://www.austintexas.gov/council/2014/20140123-reg
2014,"January 21, 2014Austin City Council Work Session",https://www.austintexas.gov/council/2014/20140121-wrk
2015,"December 21, 2015Regional Affordability Committee Regular Meeting",https://www.austintexas.gov/council/2015/20151221-rac
2015,"December 17, 2015Austin Housing Finance Corporation (AHFC) Board of Directors AHFC Meeting",https://www.austintexas.gov/council/2015/20151217-ahfc
2015,"December 17, 2015Austin City Council Regular Meeting",https://www.austintexas.gov/council/2015/20151217-reg
2015,"December 16, 2015Public Utilities Committee Regular Meeting",https://www.austintexas.gov/council/2015/20151216-puc
2015,"December 15, 2015Council Transition Work Group Regular Meeting",https://www.austintexas.gov/council/2015/20151215-ctwg
2015,"December 15, 2015Austin City Council Work Session",https://www.austintexas.gov/council/2015/20151215-wrk
2015,"December 14, 2015Audit and Finance Committee Regular Meeting",https://www.austintexas.gov/council/2015/20151214-afc
2015,"December 14, 2015Economic Opportunity Committee Regular Meeting",https://www.austintexas.gov/council/2015/20151214-eoc
2015,"December 11, 2015Health & Human Services Committee Regular Meeting",https://www.austintexas.gov/council/2015/20151211-hhsc
