CASE_NUMBER,EDIMS_URL,STAFF_RECOMMENDATION
C14-2007-0049,https://services.austintexas.gov/edims/document.cfm?idx=5621720391680763663,Approval
C14-01-0098,https://services.austintexas.gov/edims/document.cfm?idx=-3262909701291981929,Approval
C14-2011-0084,https://services.austintexas.gov/edims/document.cfm?idx=3948027623939235284,Approval
C14-87-088,https://services.austintexas.gov/edims/document.cfm?idx=-8607639831360163222,Approval
C14-2007-0211,https://services.austintexas.gov/edims/document.cfm?idx=1286466054816321265,Approval
C14-2008-0214,https://services.austintexas.gov/edims/document.cfm?idx=-2241751710483572523,Approval
C14-06-0214,https://services.austintexas.gov/edims/document.cfm?idx=7090891830169506304,Approval
C14-94-0039,https://services.austintexas.gov/edims/document.cfm?idx=-2125164430073080963,Approval
C14-2008-0184,https://services.austintexas.gov/edims/document.cfm?idx=-3990500287707982191,Approval
C14-2023-0123,https://services.austintexas.gov/edims/document.cfm?idx=-8386855914366160928,Approval
C14-00-2242,https://services.austintexas.gov/edims/document.cfm?idx=-3430738168603849657,Approval
C14-06-0116,https://services.austintexas.gov/edims/document.cfm?idx=7909218727407520320,Approval
C14-2025-0052,https://services.austintexas.gov/edims/document.cfm?idx=3670582024775947768,Approval
C14-2010-0078,https://services.austintexas.gov/edims/document.cfm?idx=-952392138908327355,Approval
C14-2007-0170,https://services.austintexas.gov/edims/document.cfm?idx=7279276157268355167,Approval
C14-2021-0132,https://services.austintexas.gov/edims/document.cfm?idx=6106051164651665509,Disapproval
C14-04-0181.SH,https://services.austintexas.gov/edims/document.cfm?idx=-2308665320340712386,Approval
C14-2014-0176,https://services.austintexas.gov/edims/document.cfm?idx=7520805913792364622,Approval
C14-2019-0024,https://services.austintexas.gov/edims/document.cfm?idx=8583821249965115068,Approval
C14-2023-0019,https://services.austintexas.gov/edims/document.cfm?idx=7257057931359091321,Approval
C14-98-0061,https://services.austintexas.gov/edims/document.cfm?idx=-6886812100398813164,Approval
C14-01-0127,https://services.austintexas.gov/edims/document.cfm?idx=7580606579371451109,Approval
C14-2016-0091,https://services.austintexas.gov/edims/document.cfm?idx=3874464804417544193,Approval
C14-00-2168,https://services.austintexas.gov/edims/document.cfm?idx=-4307847332545195595,Approval
C14-2010-0161,https://services.austintexas.gov/edims/document.cfm?idx=-2299227150637815669,Approval
C14-2010-0095,https://services.austintexas.gov/edims/document.cfm?idx=5529117427815827078,Approval
C14-06-0227,https://services.austintexas.gov/edims/document.cfm?idx=-3335814297047853797,Approval
C14-02-0183(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-955989323736704,Approval
C14-2017-0138,https://services.austintexas.gov/edims/document.cfm?idx=5209325795938599926,Approval
C14-2022-0177,https://services.austintexas.gov/edims/document.cfm?idx=4796346184799453034,Approval
C14-2009-0009,https://services.austintexas.gov/edims/document.cfm?idx=8584318727729076054,Approval
C14-2017-0019,https://services.austintexas.gov/edims/document.cfm?idx=6878415889491880815,Disapproval
C14-2008-0050,https://services.austintexas.gov/edims/document.cfm?idx=5051357707228180479,Approval
C14-05-0111.05,https://services.austintexas.gov/edims/document.cfm?idx=8415355018076979314,Approval
C14-05-0025,https://services.austintexas.gov/edims/document.cfm?idx=-589569360914978459,Approval
C14-2017-0010.SH,https://services.austintexas.gov/edims/document.cfm?idx=-5028345943493732786,Approval
C14-2008-0029,https://services.austintexas.gov/edims/document.cfm?idx=-9090138026339245950,Approval
C14-2014-0088,https://services.austintexas.gov/edims/document.cfm?idx=6184735134645674210,Approval
C14-96-0036,https://services.austintexas.gov/edims/document.cfm?idx=-6135417022667866919,Approval
C14-2020-0057,https://services.austintexas.gov/edims/document.cfm?idx=-8732550833257587886,Approval
C14-2011-0029,https://services.austintexas.gov/edims/document.cfm?idx=-6736227243799912330,Approval
C14-05-0032,https://services.austintexas.gov/edims/document.cfm?idx=-1610314250994833626,Approval
C14-92-0034,https://services.austintexas.gov/edims/document.cfm?idx=6753924529827272387,Approval
C14-2013-0028,https://services.austintexas.gov/edims/document.cfm?idx=-6902158062869410877,Approval
C14-2024-0128,https://services.austintexas.gov/edims/document.cfm?idx=-7886934621145491921,Approval
C14-05-0014,https://services.austintexas.gov/edims/document.cfm?idx=-7384160337824915865,Disapproval
C14-07-0025,https://services.austintexas.gov/edims/document.cfm?idx=-7428074516500243973,Approval
C14-93-0151,https://services.austintexas.gov/edims/document.cfm?idx=-1505500208649511779,Approval
C14-2020-0112,https://services.austintexas.gov/edims/document.cfm?idx=5570089278012188529,Approval
C14-06-0032,https://services.austintexas.gov/edims/document.cfm?idx=133457365913918227,Approval
C14-2024-0135,https://services.austintexas.gov/edims/document.cfm?idx=-2733179733083135031,Approval
C14-2017-0050,https://services.austintexas.gov/edims/document.cfm?idx=2801630516392473025,Approval
C14-2012-0042,https://services.austintexas.gov/edims/document.cfm?idx=-239108432969829517,Approval
C14-2024-0008,https://services.austintexas.gov/edims/document.cfm?idx=-7710298687873768561,Approval
C14-98-0021,https://services.austintexas.gov/edims/document.cfm?idx=2090792948897257075,Approval
C14-2008-0223,https://services.austintexas.gov/edims/document.cfm?idx=-4114423957580864246,Approval
C14-05-0107,https://services.austintexas.gov/edims/document.cfm?idx=7305273593492840772,Approval
C14-2025-0125,https://services.austintexas.gov/edims/document.cfm?idx=2418713512715010042,Approval
C14-04-0134,https://services.austintexas.gov/edims/document.cfm?idx=1903309077633149104,Approval
C14-2014-0030.SH,https://services.austintexas.gov/edims/document.cfm?idx=6502390678194978896,Approval
C14-2024-0172,https://services.austintexas.gov/edims/document.cfm?idx=-8026900339987363198,Approval
C14-2021-0034,https://services.austintexas.gov/edims/document.cfm?idx=4942867165270035931,Disapproval
C14-2023-0121,https://services.austintexas.gov/edims/document.cfm?idx=-1041457769107795049,Approval
C14-2017-0074,https://services.austintexas.gov/edims/document.cfm?idx=5434868868367778315,Approval
C14-2020-0039,https://services.austintexas.gov/edims/document.cfm?idx=-4859344888836739181,Approval
C14-06-0204,https://services.austintexas.gov/edims/document.cfm?idx=-608408015241356810,Approval
C14-2008-0144,https://services.austintexas.gov/edims/document.cfm?idx=9033410365771646141,Approval
C14-2010-0132,https://services.austintexas.gov/edims/document.cfm?idx=-8258011272585036309,Approval
C14-90-0071,https://services.austintexas.gov/edims/document.cfm?idx=-3437323480188564121,Approval
C14-00-2215,https://services.austintexas.gov/edims/document.cfm?idx=-7901556692587820405,Approval
C14-04-0149.26,https://services.austintexas.gov/edims/document.cfm?idx=-8981962323286586755,Approval
C14-96-0155,https://services.austintexas.gov/edims/document.cfm?idx=-2766309539587851139,Disapproval
C14-2016-0135,https://services.austintexas.gov/edims/document.cfm?idx=4670818567284804370,Approval
C14-01-0044,https://services.austintexas.gov/edims/document.cfm?idx=-5007577256735459221,Approval
C14-97-0068,https://services.austintexas.gov/edims/document.cfm?idx=-8499137959908859365,Approval
C14-05-0079,https://services.austintexas.gov/edims/document.cfm?idx=-7172712545192281199,Disapproval
C14-2008-0142,https://services.austintexas.gov/edims/document.cfm?idx=6167023200243196976,Approval
C14-2017-0029,https://services.austintexas.gov/edims/document.cfm?idx=-5515062880317400235,Approval
C14-97-0135,https://services.austintexas.gov/edims/document.cfm?idx=6691832165255179325,Disapproval
C14-2024-0044,https://services.austintexas.gov/edims/document.cfm?idx=2392579857080442633,Approval
C14-91-0024,https://services.austintexas.gov/edims/document.cfm?idx=-1637126909919206798,Approval
C14-2008-0134,https://services.austintexas.gov/edims/document.cfm?idx=-3339307488459658835,Approval
C14-2016-0023.SH,https://services.austintexas.gov/edims/document.cfm?idx=214041832297095436,Approval
C14-2025-0100,https://services.austintexas.gov/edims/document.cfm?idx=7621369011631009920,Approval
C14-2019-0151,https://services.austintexas.gov/edims/document.cfm?idx=-7352211989172002696,Disapproval
C14-2015-0017,https://services.austintexas.gov/edims/document.cfm?idx=-7534074554495432334,Approval
C14-2019-0021,https://services.austintexas.gov/edims/document.cfm?idx=2860559848327483683,Approval
C14-05-0104,https://services.austintexas.gov/edims/document.cfm?idx=-6374302613040846468,Approval
C14-06-0149,https://services.austintexas.gov/edims/document.cfm?idx=3478549964128506988,Approval
C14-2014-0096,https://services.austintexas.gov/edims/document.cfm?idx=8902150562115415009,Approval
C14-2015-0040,https://services.austintexas.gov/edims/document.cfm?idx=5214294444566047497,Approval
C14-2013-0018,https://services.austintexas.gov/edims/document.cfm?idx=3622005948820185376,Approval
C14-2018-0043,https://services.austintexas.gov/edims/document.cfm?idx=2855393636647815187,Approval
C14-72-204(RCA5),https://services.austintexas.gov/edims/document.cfm?idx=2528726816810765064,Approval
C14-2022-0163,https://services.austintexas.gov/edims/document.cfm?idx=5187272702802465981,Approval
C14-79-065(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-8165669105921992938,Approval
C14-2024-0018,https://services.austintexas.gov/edims/document.cfm?idx=-5307753384512792368,Approval
C14-06-0159,https://services.austintexas.gov/edims/document.cfm?idx=410200574612592491,Approval
C14-2007-0147,https://services.austintexas.gov/edims/document.cfm?idx=928251619249063881,Approval
C14-99-0099,https://services.austintexas.gov/edims/document.cfm?idx=-8349681434594277114,Approval
C14-01-0151,https://services.austintexas.gov/edims/document.cfm?idx=5266118784907450798,Approval
C14-88-0108,https://services.austintexas.gov/edims/document.cfm?idx=-2739150331324483746,Approval
C14-01-0164,https://services.austintexas.gov/edims/document.cfm?idx=5318592312006291194,Approval
C14-2010-0178,https://services.austintexas.gov/edims/document.cfm?idx=-1395057461534063148,Approval
C14-04-0149.15,https://services.austintexas.gov/edims/document.cfm?idx=3508629500521823630,Approval
C14-2023-0081,https://services.austintexas.gov/edims/document.cfm?idx=6499315478292510853,Disapproval
C14-2016-0004,https://services.austintexas.gov/edims/document.cfm?idx=-5844334796015256870,Approval
C14-2023-0086,https://services.austintexas.gov/edims/document.cfm?idx=-7387041633901947709,Approval
C14-00-2050,https://services.austintexas.gov/edims/document.cfm?idx=-4597981858145936098,Approval
C14-2022-0057,https://services.austintexas.gov/edims/document.cfm?idx=-8010638006176409797,Approval
C14-01-0169,https://services.austintexas.gov/edims/document.cfm?idx=-1449006181608539035,Approval
C14-05-0051,https://services.austintexas.gov/edims/document.cfm?idx=-871047779348218614,Approval
C14-2020-0105,https://services.austintexas.gov/edims/document.cfm?idx=-7835250632097075782,Approval
C14-2012-0103,https://services.austintexas.gov/edims/document.cfm?idx=-5786342411557019256,Approval
C14-2024-0105,https://services.austintexas.gov/edims/document.cfm?idx=-7812742990360780775,Approval
C14-00-2011.5,https://services.austintexas.gov/edims/document.cfm?idx=-7292785045738851647,Disapproval
C14-2021-0156,https://services.austintexas.gov/edims/document.cfm?idx=8018872384044981626,Approval
C14-2022-0069,https://services.austintexas.gov/edims/document.cfm?idx=4476350869670034639,Disapproval
C14-04-0068,https://services.austintexas.gov/edims/document.cfm?idx=-4210862613407901480,Approval
C14-05-0195,https://services.austintexas.gov/edims/document.cfm?idx=-7895126818806816045,Approval
C14-2012-0046,https://services.austintexas.gov/edims/document.cfm?idx=4588208685862485297,Disapproval
C14-98-0109,https://services.austintexas.gov/edims/document.cfm?idx=5496257899821821141,Approval
C14-2025-0048,https://services.austintexas.gov/edims/document.cfm?idx=6620870995304933820,Approval
C14-2007-0031,https://services.austintexas.gov/edims/document.cfm?idx=5758070123137513969,Approval
C14-98-0087,https://services.austintexas.gov/edims/document.cfm?idx=-8705598791420169096,Approval
C14-2017-0109,https://services.austintexas.gov/edims/document.cfm?idx=252662809377367893,Approval
C14-2010-0097,https://services.austintexas.gov/edims/document.cfm?idx=5193591092939685478,Approval
C14-99-2082,https://services.austintexas.gov/edims/document.cfm?idx=-1134590359410045279,Approval
C14-2024-0067.SH,https://services.austintexas.gov/edims/document.cfm?idx=1349679154288431189,Approval
C14-98-0008,https://services.austintexas.gov/edims/document.cfm?idx=7289081396527500612,Approval
C14-01-0048,https://services.austintexas.gov/edims/document.cfm?idx=4688116116712238260,Approval
C14-2023-0004,https://services.austintexas.gov/edims/document.cfm?idx=-2669669315450538003,Approval
C14-2013-0083,https://services.austintexas.gov/edims/document.cfm?idx=5050166473300443195,Approval
C14-04-0193,https://services.austintexas.gov/edims/document.cfm?idx=4535440792843034168,Approval
C14-2025-0043,https://services.austintexas.gov/edims/document.cfm?idx=7748691003007974786,Approval
C14-2020-0093,https://services.austintexas.gov/edims/document.cfm?idx=3429965939583346268,Approval
C14-01-0036,https://services.austintexas.gov/edims/document.cfm?idx=-3557977968091882545,Approval
C14-01-0012,https://services.austintexas.gov/edims/document.cfm?idx=2365692490755710782,Approval
C14-2009-0151(RCA2),https://services.austintexas.gov/edims/document.cfm?idx=1662358828174001643,Approval
C14-92-0004,https://services.austintexas.gov/edims/document.cfm?idx=-1272788560143984769,Approval
C14-2012-0027,https://services.austintexas.gov/edims/document.cfm?idx=-8855637655078991961,Approval
C14-04-0149.18,https://services.austintexas.gov/edims/document.cfm?idx=5328839348165458987,Approval
C14-2011-0046,https://services.austintexas.gov/edims/document.cfm?idx=8338279161447571657,Approval
C14-2009-0092,https://services.austintexas.gov/edims/document.cfm?idx=-4598293350457068506,Approval
C14-2020-0072,https://services.austintexas.gov/edims/document.cfm?idx=4272899920078606312,Approval
C14-2012-0097,https://services.austintexas.gov/edims/document.cfm?idx=-7685263716559340647,Disapproval
C14-2017-0141,https://services.austintexas.gov/edims/document.cfm?idx=4300784693372154997,Approval
C14-2008-0073,https://services.austintexas.gov/edims/document.cfm?idx=4700093810343299673,Approval
C14-2022-0062,https://services.austintexas.gov/edims/document.cfm?idx=-9113973230535356699,Disapproval
C14-2010-0135,https://services.austintexas.gov/edims/document.cfm?idx=-9001571539314321384,Approval
C14-02-0045,https://services.austintexas.gov/edims/document.cfm?idx=-764739794542872415,Approval
C14-2017-0085,https://services.austintexas.gov/edims/document.cfm?idx=1769946504000247355,Disapproval
C14-2015-0063,https://services.austintexas.gov/edims/document.cfm?idx=8979227834996814610,Approval
C14-2010-0064,https://services.austintexas.gov/edims/document.cfm?idx=-546128596782827747,Approval
C14-2020-0150,https://services.austintexas.gov/edims/document.cfm?idx=-4712527722463247398,Approval
C14-02-0151,https://services.austintexas.gov/edims/document.cfm?idx=907806423984677923,Approval
C14-2011-0074,https://services.austintexas.gov/edims/document.cfm?idx=8786775083299524113,Approval
C14-95-0166,https://services.austintexas.gov/edims/document.cfm?idx=3472016342185979082,Approval
C14-2024-0001,https://services.austintexas.gov/edims/document.cfm?idx=6910668811365314689,Disapproval
C14-2013-0114,https://services.austintexas.gov/edims/document.cfm?idx=-3485217557037685084,Approval
C14-03-0148,https://services.austintexas.gov/edims/document.cfm?idx=6983279366202208813,Approval
C14-2016-0041,https://services.austintexas.gov/edims/document.cfm?idx=8344824840228634119,Approval
C14-00-2226,https://services.austintexas.gov/edims/document.cfm?idx=2752000046628752307,Approval
C14-2013-0006,https://services.austintexas.gov/edims/document.cfm?idx=6532412480747174732,Approval
C14-2012-0020,https://services.austintexas.gov/edims/document.cfm?idx=-5304579132726278966,Approval
C14-2009-0005,https://services.austintexas.gov/edims/document.cfm?idx=-922303075326992115,Approval
C14-2011-0153,https://services.austintexas.gov/edims/document.cfm?idx=5222939387580637495,Approval
C14-2012-0101,https://services.austintexas.gov/edims/document.cfm?idx=-3048737619207406513,Approval
C14-2011-0144,https://services.austintexas.gov/edims/document.cfm?idx=4516177240226835097,Approval
C14-91-0098,https://services.austintexas.gov/edims/document.cfm?idx=-925774515650410565,Approval
C14-90-0033,https://services.austintexas.gov/edims/document.cfm?idx=-3869481669482664797,Approval
C14-2024-0181,https://services.austintexas.gov/edims/document.cfm?idx=-3292043350675153870,Approval
C14-2019-0025,https://services.austintexas.gov/edims/document.cfm?idx=3300001751697116366,Approval
C14-2016-0024,https://services.austintexas.gov/edims/document.cfm?idx=-5778293152061399630,Approval
C14-02-0127.SH,https://services.austintexas.gov/edims/document.cfm?idx=-5804705862257181718,Approval
C14-2017-0092,https://services.austintexas.gov/edims/document.cfm?idx=3236443509057065886,Approval
C14-2008-0096,https://services.austintexas.gov/edims/document.cfm?idx=-1289467059553179603,Approval
C14-2011-0129,https://services.austintexas.gov/edims/document.cfm?idx=3096230918763530789,Approval
C14-04-0149.08,https://services.austintexas.gov/edims/document.cfm?idx=-97326242201773333,Approval
C14-03-0116,https://services.austintexas.gov/edims/document.cfm?idx=841113306106668445,Approval
C14-01-0019,https://services.austintexas.gov/edims/document.cfm?idx=-6771785696525953003,Approval
C14-2014-0002,https://services.austintexas.gov/edims/document.cfm?idx=-5288936203971525390,Approval
C14-04-0091,https://services.austintexas.gov/edims/document.cfm?idx=843574899531354121,Approval
C14-2013-0017,https://services.austintexas.gov/edims/document.cfm?idx=1589310495396361084,Approval
C14-88-0129(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-5609547628491878669,Approval
C14-2012-0028,https://services.austintexas.gov/edims/document.cfm?idx=-6324547826924292248,Disapproval
C14-2012-0007,https://services.austintexas.gov/edims/document.cfm?idx=-8731722131327493021,Approval
C14-2010-0187,https://services.austintexas.gov/edims/document.cfm?idx=5163359623821000600,Approval
C14-91-0012,https://services.austintexas.gov/edims/document.cfm?idx=-4859144124139878040,Approval
C14-96-0103,https://services.austintexas.gov/edims/document.cfm?idx=5052583081129446392,Disapproval
C14-2016-0047,https://services.austintexas.gov/edims/document.cfm?idx=2696009388825332141,Approval
C14-2012-0155,https://services.austintexas.gov/edims/document.cfm?idx=-8786308713347621253,Approval
C14-04-0190,https://services.austintexas.gov/edims/document.cfm?idx=815272752195535031,Approval
C14-06-0111,https://services.austintexas.gov/edims/document.cfm?idx=1178934596752263744,Approval
C14-2024-0124,https://services.austintexas.gov/edims/document.cfm?idx=-9070600213737450868,Approval
C14-05-0061,https://services.austintexas.gov/edims/document.cfm?idx=5528110714540249886,Approval
C14-2021-0162,https://services.austintexas.gov/edims/document.cfm?idx=6709867156477076892,Disapproval
C14-02-0150(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-4413027917530876152,Approval
C14-00-2130,https://services.austintexas.gov/edims/document.cfm?idx=1852412839088041406,Approval
C14-04-0121,https://services.austintexas.gov/edims/document.cfm?idx=3286180166628876133,Disapproval
C14-99-2137,https://services.austintexas.gov/edims/document.cfm?idx=-2189142849043538004,Approval
C14-2016-0113,https://services.austintexas.gov/edims/document.cfm?idx=6495734166389621779,Approval
C14-83-330(DE),https://services.austintexas.gov/edims/document.cfm?idx=734852223861863139,Approval
C14-2023-0054,https://services.austintexas.gov/edims/document.cfm?idx=7621274976836078787,Approval
C14-2007-0146.SH,https://services.austintexas.gov/edims/document.cfm?idx=1698924878543190498,Approval
C14-2022-0137,https://services.austintexas.gov/edims/document.cfm?idx=2828625052106173937,Approval
C14-2019-0100,https://services.austintexas.gov/edims/document.cfm?idx=1615330436616890338,Disapproval
C14-2012-0018,https://services.austintexas.gov/edims/document.cfm?idx=-846020353241990755,Disapproval
C14-2012-0066,https://services.austintexas.gov/edims/document.cfm?idx=749783022970532355,Approval
C14-01-0148.003,https://services.austintexas.gov/edims/document.cfm?idx=6609504149300076529,Approval
C14-03-0091,https://services.austintexas.gov/edims/document.cfm?idx=-2644564205639087310,Disapproval
C14-91-0099,https://services.austintexas.gov/edims/document.cfm?idx=4079107345558080891,Approval
C14-2018-0061,https://services.austintexas.gov/edims/document.cfm?idx=-8499873257025850790,Approval
C14-87-106,https://services.austintexas.gov/edims/document.cfm?idx=2224978226938019949,Disapproval
C14-00-2087,https://services.austintexas.gov/edims/document.cfm?idx=-2471598509087832445,Approval
C14-73-144(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-1487210875805800566,Approval
C14-2021-0137,https://services.austintexas.gov/edims/document.cfm?idx=3189456234692305268,Approval
C14-2022-0144,https://services.austintexas.gov/edims/document.cfm?idx=6718384138704762566,Approval
C14-2016-0131,https://services.austintexas.gov/edims/document.cfm?idx=4400140964231185484,Approval
C14-2010-0072,https://services.austintexas.gov/edims/document.cfm?idx=-7752003938916377688,Approval
C14-92-0093,https://services.austintexas.gov/edims/document.cfm?idx=9001121055202476401,Approval
C14-96-0072,https://services.austintexas.gov/edims/document.cfm?idx=2433134987842479518,Approval
C14-00-2049,https://services.austintexas.gov/edims/document.cfm?idx=-2710275432864448565,Approval
C14-2022-0085,https://services.austintexas.gov/edims/document.cfm?idx=8821135372081796862,Approval
C14-98-0073,https://services.austintexas.gov/edims/document.cfm?idx=-4891109535702806339,Approval
C14-88-0062,https://services.austintexas.gov/edims/document.cfm?idx=-4802978178615609899,Disapproval
C14-2008-0082,https://services.austintexas.gov/edims/document.cfm?idx=-1870929591718880656,Approval
C14-04-0149.36,https://services.austintexas.gov/edims/document.cfm?idx=-689328594717927260,Approval
C14-2015-0134,https://services.austintexas.gov/edims/document.cfm?idx=-1971599437658258300,Approval
C14-03-0019,https://services.austintexas.gov/edims/document.cfm?idx=-7411045102738141375,Approval
C14-03-0026,https://services.austintexas.gov/edims/document.cfm?idx=476347648415039533,Approval
C14-2008-0149,https://services.austintexas.gov/edims/document.cfm?idx=-9146575586136595853,Approval
C14-99-0021,https://services.austintexas.gov/edims/document.cfm?idx=-2870173622712807015,Approval
C14-02-0008,https://services.austintexas.gov/edims/document.cfm?idx=7820859936402159240,Approval
C14-2008-0159,https://services.austintexas.gov/edims/document.cfm?idx=-8971136963501543525,Approval
C14-05-0162,https://services.austintexas.gov/edims/document.cfm?idx=-4605062406687205301,Approval
C14-2018-0120,https://services.austintexas.gov/edims/document.cfm?idx=-167580828788691858,Disapproval
C14-07-0009,https://services.austintexas.gov/edims/document.cfm?idx=-3608410810814229775,Approval
C14-2023-0059,https://services.austintexas.gov/edims/document.cfm?idx=9018699975968077392,Approval
C14-2008-0080,https://services.austintexas.gov/edims/document.cfm?idx=103486905630098921,Approval
C14-2016-0076,https://services.austintexas.gov/edims/document.cfm?idx=1149343323848911118,Approval
C14-78-179,https://services.austintexas.gov/edims/document.cfm?idx=6696737924001857285,Approval
C14-2007-0058.SH,https://services.austintexas.gov/edims/document.cfm?idx=7655081294907730003,Approval
C14-2008-0239,https://services.austintexas.gov/edims/document.cfm?idx=-4452771756447731794,Disapproval
C14-2025-0091,https://services.austintexas.gov/edims/document.cfm?idx=6412425429957691100,Approval
C14-2018-0140,https://services.austintexas.gov/edims/document.cfm?idx=7082648148360583458,Approval
C14-04-0030,https://services.austintexas.gov/edims/document.cfm?idx=-7729389311300278996,Approval
C14-2009-0083,https://services.austintexas.gov/edims/document.cfm?idx=-4016941718894126328,Disapproval
C14-2010-0116,https://services.austintexas.gov/edims/document.cfm?idx=6070170053102607503,Approval
C14-2025-0039,https://services.austintexas.gov/edims/document.cfm?idx=1280468081122929784,Approval
C14-91-0003,https://services.austintexas.gov/edims/document.cfm?idx=-374521777970077378,Approval
C14-2012-0114,https://services.austintexas.gov/edims/document.cfm?idx=-8630181984194787655,Approval
C14-2009-0079,https://services.austintexas.gov/edims/document.cfm?idx=5098925099936565525,Approval
C14-05-0106.02,https://services.austintexas.gov/edims/document.cfm?idx=3568335647690030013,Disapproval
C14-05-0020,https://services.austintexas.gov/edims/document.cfm?idx=5512404771953249786,Approval
C14-01-0128.SH,https://services.austintexas.gov/edims/document.cfm?idx=-6940256282876387127,Approval
C14-2022-0059,https://services.austintexas.gov/edims/document.cfm?idx=2187770857031812215,Approval
C14-2019-0116,https://services.austintexas.gov/edims/document.cfm?idx=-4208723935102699230,Approval
C14-2011-0145,https://services.austintexas.gov/edims/document.cfm?idx=769239272391675140,Approval
C14-92-0057,https://services.austintexas.gov/edims/document.cfm?idx=-6811943154459602731,Approval
C14-2015-0135,https://services.austintexas.gov/edims/document.cfm?idx=8726370630237481562,Approval
C14-2019-0005,https://services.austintexas.gov/edims/document.cfm?idx=-5369423073812699539,Approval
C14-2009-0029,https://services.austintexas.gov/edims/document.cfm?idx=-4374200430985409706,Approval
C14-99-0008,https://services.austintexas.gov/edims/document.cfm?idx=1396734339964229390,Approval
C14-2012-0074,https://services.austintexas.gov/edims/document.cfm?idx=-8292034953434313881,Approval
C14-2013-0092,https://services.austintexas.gov/edims/document.cfm?idx=4806148768390638878,Approval
C14-2025-0019,https://services.austintexas.gov/edims/document.cfm?idx=1939367810506128059,Approval
C14-2024-0184,https://services.austintexas.gov/edims/document.cfm?idx=3473125429658410848,Approval
C14-2019-0019,https://services.austintexas.gov/edims/document.cfm?idx=3669147134798600866,Approval
C14-2017-0018,https://services.austintexas.gov/edims/document.cfm?idx=-7499618696206905226,Disapproval
C14-95-0181,https://services.austintexas.gov/edims/document.cfm?idx=1376175179062140303,Approval
C14-85-149.49,https://services.austintexas.gov/edims/document.cfm?idx=-1994547171697066035,Approval
C14-2017-0002,https://services.austintexas.gov/edims/document.cfm?idx=1986918776880845991,Approval
C14-97-0014,https://services.austintexas.gov/edims/document.cfm?idx=4636231740380592274,Approval
C14-89-0036,https://services.austintexas.gov/edims/document.cfm?idx=6936735630363363596,Approval
C14-2015-0051,https://services.austintexas.gov/edims/document.cfm?idx=-5426507608066979088,Approval
C14-00-2055,https://services.austintexas.gov/edims/document.cfm?idx=-6655534860916716322,Approval
C14-2019-0139,https://services.austintexas.gov/edims/document.cfm?idx=2973625505184754804,Approval
C14-2015-0119,https://services.austintexas.gov/edims/document.cfm?idx=-3812876464468170709,Approval
C14-04-0149.37,https://services.austintexas.gov/edims/document.cfm?idx=5656233578679400738,Approval
C14-2007-0129,https://services.austintexas.gov/edims/document.cfm?idx=7930758930380309770,Approval
C14-93-0141,https://services.austintexas.gov/edims/document.cfm?idx=4094934170541520128,Approval
C14-2018-0053,https://services.austintexas.gov/edims/document.cfm?idx=-5231927467776679252,Approval
C14-2017-0115,https://services.austintexas.gov/edims/document.cfm?idx=-7506745736978461807,Approval
C14-2012-0053,https://services.austintexas.gov/edims/document.cfm?idx=7827360973530585567,Approval
C14-2010-0003,https://services.austintexas.gov/edims/document.cfm?idx=2197292016832989545,Approval
C14-2023-0149,https://services.austintexas.gov/edims/document.cfm?idx=8508066434171148653,Approval
C14-93-0075,https://services.austintexas.gov/edims/document.cfm?idx=6064784849958283285,Approval
C14-05-0180,https://services.austintexas.gov/edims/document.cfm?idx=5800020650015005832,Approval
C14-02-0041,https://services.austintexas.gov/edims/document.cfm?idx=-886599094777613394,Approval
C14-03-0133,https://services.austintexas.gov/edims/document.cfm?idx=-6578507292641232386,Approval
C14-90-0005,https://services.austintexas.gov/edims/document.cfm?idx=-7743527631284313784,Approval
C14-2019-0010,https://services.austintexas.gov/edims/document.cfm?idx=-8620805205900557796,Approval
C14-87-173,https://services.austintexas.gov/edims/document.cfm?idx=-3378371859942916552,Approval
C14-2007-0226,https://services.austintexas.gov/edims/document.cfm?idx=-2773878341045650996,Approval
C14-05-0200,https://services.austintexas.gov/edims/document.cfm?idx=-681944017422204258,Approval
C14-2021-0110,https://services.austintexas.gov/edims/document.cfm?idx=-2536214893481535289,Approval
C14-02-0165,https://services.austintexas.gov/edims/document.cfm?idx=-3548793324645577490,Disapproval
C14-93-0158,https://services.austintexas.gov/edims/document.cfm?idx=-8004346966773038044,Approval
C14-2019-0068,https://services.austintexas.gov/edims/document.cfm?idx=6011998744847687406,Approval
C14-2011-0075,https://services.austintexas.gov/edims/document.cfm?idx=1917871145593331989,Approval
C14-2007-0114,https://services.austintexas.gov/edims/document.cfm?idx=8247027533026212494,Approval
C14-04-0002,https://services.austintexas.gov/edims/document.cfm?idx=5049956902591857782,Approval
C14-03-0001,https://services.austintexas.gov/edims/document.cfm?idx=-219173843548639751,Approval
C14-2020-0040,https://services.austintexas.gov/edims/document.cfm?idx=-868827004575402261,Approval
C14-2009-0021,https://services.austintexas.gov/edims/document.cfm?idx=396954281456733007,Disapproval
C14-2013-0067,https://services.austintexas.gov/edims/document.cfm?idx=7970994493217244353,Approval
