"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"C17-2014-0005","805 Nueces Street","Capital View Corridor Height","03/17/2014","Approved","9","DMU-CO, DMU-H-CO","DMU-CO, DMU-H-CO","0208011301","The applicant is requesting a Capital View Corridor Height Determination for 805 Nueces Street.","30.27180379","-97.74741003"
"C814-2009-0139","Bull Creek PUD","Planned Unit Development (PUD)","10/26/2009","Closed","10","PUD - PLANNED UNIT DEVELOPMENT","LA/ SF-2/ SF-6","0135110101","The applicant is requesting to rezone property to PUD.","30.34966950","-97.78561110"
"NPA-2012-0022.01","518 E. Oltorf","Amended Neighborhood Plan","09/17/2012","Withdrawn","9","GR-NP - COMMUNITY COMMERCIAL","GO-NP - GENERAL OFFICE","0303000744","The applicant is proposing to amend the Greater South River City Combined Neighborhood Plan to change use from Office to Commercial.","30.23764677","-97.75061017"
"C17-2023-0062","701 W 6TH STREET","Capital View Corridor Height","05/02/2023","Approved","9","1","1","0107001013","The applicant is requesting a capital view corridor determination.","30.26980514","-97.74973083"
"C17-05-0004","CAPITOL VIEW CORRIDOR FOR 1011 SAN JACINTO","Capital View Corridor Height","03/17/2005","Approved","9","","","0208031301","","30.27177131","-97.73852373"
"C814-2008-0165.01","East Riverside PUD Amendment #1","Planned Unit Development (PUD)","11/08/2023","Closed","9","PUD-NP","PUD-NP","0201011108","The Applicant is proposing to amend a previously approved Planned Unit Development.","30.25542233","-97.74312684"
"NPA-2018-0007.01","Mechanic Shop","Amended Neighborhood Plan","02/28/2018","Closed","4","","","0246180513","The applicant is proposing an amendment to an adopted neighborhood plan.","30.37941672","-97.69203881"
"NPA-2011-0023.01","6500 Manor Rd.","Amended Neighborhood Plan","07/28/2011","Closed","1","CS-NP","LO-NP","0221250130","The applicant requesting a neighborhood plan amendment to change use from Office to Commercial.","30.30876541","-97.67052167"
"NPA-2009-0005.01","Carson Ridge Development","Amended Neighborhood Plan","07/31/2009","Closed","3","CS-MU-NP","CS-NP","0312130115","The applicant is requesting a neighborhood plan amendment.","30.21973444","-97.70655236"
"C814-2009-0139.03","Bull Creek PUD Amendment #3","Planned Unit Development (PUD)","02/11/2020","Closed","10","PUD, planned unit development","PUD, planned unit development","0135110101","The Applicant proposes to amend a previously approved Planned Unit Development, to incorporate landscape design improvements, and allow civic and cultural services uses. 

Note:  Property addressed","30.34966950","-97.78561110"
"C17-2017-0070","2205 Chestnut Ave Capital View Determination","Capital View Corridor Height","05/30/2017","Recommended for Approval","1","999 - SEE COMMENTS","LO - LIMITED OFFICE","0212100208","The applicant proposes to get a height determination for a location.","30.28391699","-97.71786228"
"NPA-2022-0005.01","Vargas Mixed Use","Amended Neighborhood Plan","08/04/2022","Scheduled for Council Hearing","3","","","0305180402","The applicant is proposing to amend a previously approved neighborhood plan.","30.23782458","-97.69109358"
"NPA-2021-0011.01","MOD 53.5 NPA","Amended Neighborhood Plan","03/11/2021","Closed","4","MF-6-NP","SF-3-NP","0223120903","Neighborhood Plan Amendment","30.31410263","-97.71303716"
"NPA-2012-0005.03","7003 Riverside Plan Amendment","New Neighborhood Plan","07/31/2012","Withdrawn","3","","","0312180901","The applicant is proposing to amend Montopolis Neighborhood Plan.","30.22163120","-97.69673366"
"NPA-2016-0010.01","2406 Hidalgo Street Plan Amendment","Amended Neighborhood Plan","01/11/2016","Closed","3","CS-MU-NP","LI-CO-NP","0204100718","The applicant is proposing to amend the Holly Neighborhood Plan.","30.26051000","-97.71549916"
"C814-06-0106.02","Hyatt PUD","Planned Unit Development (PUD)","05/12/2014","Closed","9","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0203000221","The applicant is requesting a PUD Amendment to allow Hotel-Motel and Administrative and Business Offices.  No other changes to the PUD.
* * * 6/04/214 Additional Amendment Request - Allow Hotel-Motel","30.26067888","-97.74683528"
"C17-2018-0054","ERS 200B","Capital View Corridor Height","05/22/2018","Approved","9","CS - GENERAL COMMERCIAL","CS - GENERAL COMMERCIAL","0210041507","The applicant is proposing a capital view corridor for site.","30.27931668","-97.73657570"
"NPA-2014-0007.01","1005 Prairie Trl","Amended Neighborhood Plan","02/19/2014","Closed","4","CS-MU-NP","SF-2-NP","0246180704","The applicant is proposing to amend North Austin Civic Association.","30.38035856","-97.69249837"
"NPA-2023-0002.02","1307 and 1309 E 4th Street NPA","Amended Neighborhood Plan","12/06/2023","Scheduled for Council Hearing","3","","","0204060813","The applicant is proposing an NPA.","30.26183374","-97.72984749"
"C814-05-0069.01","Watersedge PUD - First Amendment","Planned Unit Development (PUD)","05/22/2025","Closed","2","PUD","PUD","0323410122","The applicant is requesting the 1st amendment (administrative) to a previously approved PUD. The purpose of this PUD amendment is to revise the limits of various parcels.

Administrative Approval on S","30.19744476","-97.59248561"
"C814-2017-0024.01","Holdsworth Center PUD","Planned Unit Development (PUD)","05/18/2018","Closed","10","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0134180501","The Applicant is proposing an administrative amendment to revise the site layout and the bore alignment to correct some minor deviations between the PUD concept plan and the final design.","30.34826870","-97.78570518"
"C17-2018-0038","409 e 7th street CVC","Capital View Corridor Height","04/12/2018","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD","0206040206","The applicant is requesting Capital View Corridor determination","30.26756605","-97.73828274"
"NPA-2022-0023.02","E. 51st and Cameron","Amended Neighborhood Plan","08/04/2022","Closed","4","","","0221130230","The applicant is proposing to amend a previously approved neighborhood plan.","30.30927471","-97.70774456"
"NPA-2022-0010.03","Holly Mixed Use","Amended Neighborhood Plan","07/29/2022","Closed","3","","","0202100730","The applicant is proposing to amend a previously approved neighborhood plan.","30.25558988","-97.71820508"
"C14-2022-0062","Industrial Blvd and Terry O Ln","Planned Development Agreement (PDA)","05/04/2022","Closed","3","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","LI-NP, limited industrial services - neighborhood plan","0412040610","The Applicant is proposing to rezone approximately 5.791 acres from LI-NP to LI-PDA-NP.","30.21777407","-97.76077830"
"C14-2020-0150","6705 and 6501 Regiene Road","Planned Development Agreement (PDA)","12/15/2020","Closed","1","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","SF-2-NP, single family residence - neighborhood plan; LI-NP, limited industrial services-neighborhood plan","0205261304","The Applicant is proposing to rezone approximately 15.69 Acres from SF-2-NP and LI-NP to LI-PDA-NP.","30.26425922","-97.66935385"
"NPA-2022-0014.05","Bergstrom Spur Trail Mixed Use","Amended Neighborhood Plan","08/05/2022","Closed","2","","","0316100601","The applicant is proposing to amend a previously approved neighborhood plan.","30.20564988","-97.71581736"
"NPA-2018-0023.01","Berkman Terraces","Amended Neighborhood Plan","06/04/2018","Closed","4","","","0224190216","The applicant is proposing to rezone from SF-6-NP and LR-MU-NP to GR-MU-NP","30.31593989","-97.69106271"
"NPA-2018-0016.02","PAZ Veterinary","Amended Neighborhood Plan","07/12/2018","Closed","3","GR-NP","GO-NP","0202140801","The applicant is proposing to amend the FLUM to allow for veterinary pet usage and administrative offices.","30.25794670","-97.70408389"
"NPA-06-0011.01","RIDGETOP OFFICES @ 51ST","Amended Neighborhood Plan","01/11/2006","Closed","9","","SF-3","0222112010","","30.31172054","-97.71410039"
"NPA-2020-0016.01","MSC & CTC Tracts NPA","Amended Neighborhood Plan","07/01/2020","Closed","3","","CS-CO-NP","0202170324","The Applicant is proposing to amend 5.2116 acres out of an approved neighborhood plan from Commercial to Mixed Use land use.","30.25381077","-97.69288011"
"C17-2022-0138","Block 35","Capital View Corridor Height","09/23/2022","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0204041401","The applicant requests a capital view corridor determination.","30.26417613","-97.73712234"
"NPA-2019-0019.01","3805 Red River","Amended Neighborhood Plan","02/28/2019","Closed","9","","","0217090103","The Applicant is proposing to change the FLUM for Mixed Use-Office and allow for livable space with associated improvements.","30.29622194","-97.72284718"
"C12M-2017-0006","Amendment to Pilot Knob Municipal Utility District No. 3","Municipal Utility District (MUD)","08/01/2017","In Review","","PUD - PLANNED UNIT DEVELOPMENT","","","The applicant is proposing to amend the Pilot Knob MUD No. 3, to modify the conceptual plans for the major wastewater facilities of the project.","",""
"C17-2013-0003","Capital View Corridor for 805 Neches","Capital View Corridor Height","02/22/2013","Recommended for Approval","9","CBD - CENTRAL BUSINESS DISTRICT","CS-1 - LIQUOR SALES; MF-4","0206040805","The applicant is requesting a Capital View Corridor Height Determination for 805 Neches","30.26921950","-97.73708494"
"C17-2015-0006","900 Brazos Street","Capital View Corridor Height","06/16/2015","Recommended for Approval","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0206031019","The applicant is requesting a Capital Dominance for 900 Brazos St.","30.27079851","-97.74063251"
"NPA-2019-0015.01","5010 & 5102 Heflin Lane","Amended Neighborhood Plan","07/31/2019","Closed","1","","","0213220613","The applicant is proposing to change a previously established Neighborhood Plan.","30.28400285","-97.67856659"
"NPA-2016-0014.01.SH","Nuckols Crossing Rd - SMART Housing","Amended Neighborhood Plan","07/28/2016","Closed","2","MF-3-NP - MULTI FAMILY MEDIUM","SF-2-NP","0318040109","The applicant is requesting a neighborhood plan amendment from Single Family, Multi-Family, Recreation Open Space to Multi-Family and Recreation Open Space.","30.20136929","-97.73412717"
"C814-2014-0083","Sunfield PUD","Planned Unit Development (PUD)","05/22/2014","Closed","5","PUD - PLANNED UNIT DEVELOPMENT","I-RR - INTERIM RURAL RESIDENCE","0464180119","The applicant is proposing to zone approximately 482 acres from I-RR to PUD.

This site is located in a Municipal Utility District (MUD) and reviewed by Planning Commission, per LDC Section 25-9-155.","30.08614418","-97.78826950"
"C814-2012-0152.06","Pilot Knob PUD Amendment # 6","Planned Unit Development (PUD)","08/15/2025","In Review","2","PUD","PUD","0348010259","The Applicant is requesting the sixth amendment to the Pilot Knob PUD to modify exhibits attached to the PUD ordinance that relocate land use categories within the PUD boundaries to reflect current an","30.13902792","-97.73115501"
"NPA-2010-0016.02.SH","Levander Loop Affordable Housing Development","Amended Neighborhood Plan","08/20/2010","Closed","3","","","0202111201","The applicant is proposing to amend the Govalle/Johnston Terrace, NP.  Formally submitted on 08/30/2010.  Waiting on Smart Housing Letter","30.25139382","-97.69043353"
"NPA-2018-0028.01","Dessau Homes","Amended Neighborhood Plan","07/03/2018","Closed","1","SF-6-NP","SF-3-NP","0241260210","The applicant proposes a change to the Heritage Hills/ Windsor Hills adopted Neighborhood plan. 

Related case:  C14-2018-0075","30.36239880","-97.66897113"
"C17-2020-0077","1104 SABINE STREET","Capital View Corridor Height","06/30/2020","Approved","9","1","1","0208051901","CVC Determination","30.27119524","-97.73442085"
"NPA-2022-0002.01","1700 E 2nd Street","Amended Neighborhood Plan","06/29/2022","Closed","3","","","0204080623","The applicant is proposing to Amend a previously approved neighborhood plan.","30.25891278","-97.72578537"
"C14-2024-0124","1109 S Lamar Boulevard","Planned Development Agreement (PDA)","08/01/2024","Closed","9","CS-1-MU-V-DB90-CO","CS-1-V-CO","0100030201","The applicant is requesting to rezone approximately 0.287 acres from CS-1-V-CO to CS-1-MU-V-DB90-CO.","30.25494589","-97.76179965"
"C12M-2012-0002","North Austin MUD #1-Land Plan Amendment","Municipal Utility District (MUD)","08/21/2012","Closed","","N/A","","","The applicant is proposing a Land Plan Amendment to the North Austin MUD #1","30.43232172","-97.72927788"
"NPA-2022-0023.01.SH","5107-5115 Lancaster","Amended Neighborhood Plan","02/25/2022","Closed","4","","","0221130305","The applicant is proposing to amend a previously approved neighborhood plan.","30.30817898","-97.70581223"
"NPA-2010-0021.03.SH","Suburban Lodge SRO Conversion (NPA)","Amended Neighborhood Plan","11/05/2010","Closed","3","GR-MU-NP","GR-NP","0307020317","The applicant is requesting a neighborhood plan amendment.","30.23142373","-97.74139816"
"NPA-2009-0016.02","Justine's","Amended Neighborhood Plan","07/31/2009","Closed","3","CS-MU-CO-NP","CS-CO-NP","0201150104","The applicant is requesting a neighborhood plan amendment.","30.25323472","-97.70057209"
"NPA-2015-0015.03","5010 & 5102 Heflin Lane","Amended Neighborhood Plan","07/31/2015","Withdrawn","1","SF-6-NP","SF-4A-NP","0213220613","The applicant is proposing to amend the East MLK Combined neighborhood plan.

Note: Case withdrawn by Applicant on 11-1-2016.
Related case: C14-2015-0114","30.28400285","-97.67856659"
"NPA-2010-0008.01","2205 E 12th St","Amended Neighborhood Plan","07/07/2010","Closed","1","","MF-3-NP","0208110801","The applicant is requesting a neighborhood plan amendment.","30.27401135","-97.71643538"
"NPA-06-0017.01","SHAMSIE'S CONTOUR","Amended Neighborhood Plan","10/26/2006","Withdrawn","4","","SF-3","0241100315","","30.36266806","-97.71894275"
"NPA-2025-0008.01","2406 Rosewood Ave.","Amended Neighborhood Plan","04/17/2025","Scheduled for Council Hearing","1","","","0208120601","The applicant is requesting an NPA.","30.27290103","-97.70907924"
"NPA-03-0014.02","CAMPOS SOUTHEAST COMBINED NEIGHBORHOOD PLAN  AMENDMENT--CITY INITIATED","Amended Neighborhood Plan","01/13/2003","In Review","2","","DR","0314200124","","30.21418158","-97.68811749"
"C17-06-0013","602 WEST 7TH ST","Capital View Corridor Height","08/22/2006","Approved","9","","","0107000505","","30.27099670","-97.74839981"
"C17-01-0001","CONGRESS AVENUE","Capital View Corridor Height","01/23/2001","Closed","9","","","0400001307","","30.24788615","-97.75060556"
