CASE_NUMBER,Meeting_Date,agenda_text_raw,valid_petition,commission_disagree,agent,watershed,is_npa,acreage,orig_zoning,target_zoning
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-01-26T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2013-0149,2014-02-27T00:00:00.000,"C14-2013-0149 - Tex-Mix Land Ltd. - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 7900 Old Manor Road (Walnut Creek Watershed) from interim-rural residence (I-RR) district zoning to limited industrial service (LI) district zoning. Staff Recommendation: To grant limited industrial service-conditional overlay (LI-CO) combining district zoning. Zoning and Platting Commission Recommendation: To grant limited industrial service-conditional overlay (LI-CO) combining district zoning. Owner: Tex Mix Land Ltd (Logan Owens). Applicant: Hutson Land Planners (Duane Hutson). City Staff: Heather Chaffin, 512-974-2122.",0.0,1.0,,Walnut Creek Watershed,0.0,,I-RR,LI
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C814-88-0001.10,2014-02-27T00:00:00.000,"C814-88-0001.10 - Canyons @ Rob Roy Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 800 North Capital of Texas Highway (Bee Creek Watershed) from planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change a condition of zoning. Staff Recommendation: To grant planned unit development (PUD) district zoning, to change a condition of zoning. Zoning and Platting Commission Recommendation: To grant planned unit development (PUD) district zoning, the change a condition of zoning. Applicant: Brandywine Acquisition Partners (Ralph Bistline).  Agent: Armbrust & Brown, PLLC (Richard Suttle). City Staff: Clark Patterson, 512-974-7691. A valid petition has been filed in opposition to this rezoning request.",1.0,1.0,"Armbrust & Brown, PLLC (Richard Suttle)",Bee Creek Watershed,0.0,,PUD,PUD
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2014-0153,2015-02-12T00:00:00.000,"C14-2014-0153 - The Enclave at Oak Parke - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Creek Watershed-Barton Springs Zone) from interim-rural residence (I-RR) district zoning and interim-single family residence-standard lot (I-SF-2) district zoning to single family residence-standard lot (SF-2) district zoning. Staff Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Zoning and Platting Commission Recommendation: To grant single family residence-standard lot (SF-2) district zoning, with conditions. Owner/Applicant: Mark Alan Cunningham. Agent: Frie Planning, Development & Construction (Ross Frie). City Staff: Wendy Rhoades, 512-974-7719.",0.0,1.0,"Frie Planning, Development & Construction (Ross Frie)",Slaughter Creek Watershed-Barton Springs Zone,0.0,,I-RR,SF-2
C14-2018-0043,2018-11-01T00:00:00.000,"C14-2018-0043 Belmont Apartments - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 9100 Brown Lane (Little Walnut Creek Watershed). Applicant Request: To rezone from limited industrial services (LI) district zoning to general commercial services-mixed use (CS-MU) combining district zoning. Staff Recommendation: To grant general commercial services-mixed use (CS-MU) combining district zoning on Tract 1 and general commercial services (CS) district zoning on Tract 2. Zoning and Platting Commission Recommendation: To grant general commercial services-mixed use (CS-MU) combining district zoning on Tract 1 and general commercial services (CS) district zoning on Tract 2. Owner/Applicant: LDG Development (Justin Hartz). Agent: Costello, Inc. (Steven Buffum). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 1.",0.0,1.0,"Costello, Inc",Little Walnut Creek Watershed,0.0,,LI,CS-MU
